Region,Catchment,Transect,Transectcode,UTM_X,UTM_Y,Land-useclass,Forest type,Productiontype,LU_FT_Code,Bird_LU_FT_Code,ReasonsforGeneralexceptions,Generalexceptions,Catchmentexceptions,no_insectsample,no_birdsample,LU_change,Buffersize(pixels),reg_age,reg_fire,reg_fire_age,NumberLogC,NumberBurnC,deg_full,def_age,total_arable,EDGE2_DIST_MEAN,ed1_1km,foresttype1_1km,UPF_foresttype1_1km,MF_FCCP_500mbuffer,CANOPY,DUFF,SPECIES,AGB_Trees10,AGB_DeadTREES10,AGB_CWD,AGB_FWD,AGB_LeafLitter,UND_DEN,WOOD_DEN,DAMAGED,pH_ALL,SILT_ALL,CLAY_ALL,C_0_30,C_N,PC1soilnutALL,PC2soilnutALL,PC1soilnutFOR,PC2soilnutFOR,PC1soilnutPF,PC2soilnutPF,PC1soilnutOPEN,PC2soilnutOPEN,ELEV_MEAN,SLOPE_MEAN
STM,81,12,81_12,776887,9708787,Secondary_forest,Intermediate,,SFinter,SFinter,"Transect located partially along a wide forest track, and therefore likely to distort analyses",1,,,,,78,8,0,0,NA,NA,NA,>20,NA,356.7,23.08,30.13,45.23,0.26,100,1.63,40,2.05,0,0.05,0,7.72,4980,0.45,0,4.31,168.2,714.67,52.22,11.88,0.05,0.28,-0.62,-1.24,NA,NA,NA,NA,117.9,3.97
STM,81,15,81_15,781706,9705956,Primary_forest,Logged,,PFlog,PFlog,,,,,,,72,NA,NA,NA,1,0,0,NA,NA,303.1,9.13,85.05,96.92,0.01,10.71,5.42,98,334.23,0.62,118.76,0.47,7.46,2240,0.65,15,4.05,128.67,814.67,41.05,10.26,0.48,-0.35,0.21,-0.32,0.19,-0.98,NA,NA,143.1,5.39
STM,81,2,81_2,773838,9709315,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,79,NA,NA,NA,1,1,5.17,NA,NA,71,14.92,22.11,58.38,0.21,9.91,4.63,87,171.84,0.8,34.04,1.07,6.93,3500,0.52,19,3.81,127.67,761.33,49.73,11.1,-0.33,-1.11,1.53,-0.98,1.49,-1.68,NA,NA,111.3,5.8
STM,81,3,81_3,773174,9710826,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,76,NA,NA,NA,1,1,0,NA,NA,51.4,24.87,42.92,37.13,0.31,6.03,4.9,137,169.44,0.49,33.96,1.37,6.91,3560,0.55,25,3.71,143.73,732,44.2,10.86,0.88,-1.05,1.03,0.77,0.74,0.62,NA,NA,111.6,8.9
STM,81,6,81_6,772855,9708388,Mechanisd_agriculture,,,MA,MA,,,,,,,79,NA,NA,NA,NA,NA,NA,>20,4,928.1,5.77,6.27,19.44,0.31,100,0,0,0,0,0,0,0,0,0,0,4.45,176,760,50.97,12.21,-0.32,0.23,NA,NA,NA,NA,-0.84,-0.47,88.1,4.81
STM,81,7,81_7,775833,9713039,Secondary_forest,Old,,SFold,SFold,,,,,,,78,>20,0,0,NA,NA,NA,>20,NA,645.8,24.68,33.06,32.28,0.28,21.08,3.57,98,87.34,0.07,0.47,1.02,8.25,5580,0.54,17,3.81,134.6,717.33,58.25,13.77,0.02,-2.56,3.24,0.14,NA,NA,NA,NA,106,3.36
STM,81,8,81_8,775907,9711935,Pasture,,,PA,PA,,,,,,,76,NA,NA,NA,NA,NA,NA,>20,0,802.3,12.47,11.01,40.05,0.23,100,0,0,0,0,0,0,0,0,0,0,4.51,205.93,485.33,39.23,12.01,0.11,0.65,NA,NA,NA,NA,-1.1,0.08,83.3,2.3
STM,81,9,81_9,773766,9712153,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,78,NA,NA,NA,1,1,0,NA,NA,110.5,21.25,36.7,50.48,0.13,12.37,5.86,98,257.04,3.08,12.33,1.57,8.29,3360,0.62,11,3.81,137,618.67,60.28,12.34,-0.63,-2.92,4.28,-0.04,4.07,0.98,NA,NA,88.1,2.42
STM,99,10,99_10,763630,9705083,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,77,14,0,0,NA,NA,NA,>20,NA,349.6,24.43,33.28,32.98,0.13,5.13,7.47,90,90.26,0.48,1.48,2.6,11.72,3800,0.54,31,4.05,166.53,784,65.43,11.86,0.42,-0.11,-0.3,-0.21,NA,NA,NA,NA,144.8,1.36
STM,99,11,99_11,762019,9704400,Secondary_forest,Young,,SFyoung,SFyoung,,,,,,,78,4,0,0,NA,NA,NA,10.35,NA,344.7,28.73,24.31,28.66,0.25,100,3.57,23,0,0,0,0.98,6.85,1520,0,0,4.77,75.2,258.67,33.18,12.93,-0.22,1.06,-1.21,-0.97,NA,NA,NA,NA,97.5,6.31
STM,99,2,99_2,760458,9705525,Fruiticulture,,,FRU,FRU,,,,,,,78,NA,NA,NA,NA,NA,NA,>20,0,423.2,31.53,32.85,40.62,0.16,100,0,0,0,0,0,0,7.98,0,0,0,4.96,193.07,762.67,50.26,11.66,-1.66,0.8,NA,NA,NA,NA,0.39,0.36,116.3,4.73
STM,99,3,99_3,760290,9704428,Pasture,,,PA,PA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,0,201.3,26.43,29.65,45.46,0.23,100,0,5,0,0.21,0,0,0,200,0,0,4.75,214.67,701.33,64.2,13.49,-0.91,0.57,NA,NA,NA,NA,-0.29,0.05,123.6,6.51
STM,99,4,99_4,761106,9708475,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,79,18,0,0,NA,NA,NA,18,NA,71.1,18.59,22.97,36.74,0.11,4.46,3.85,61,38.73,0.14,0.94,0.57,9.48,2180,0.54,12,5.2,201.07,701.33,52.64,11.56,-0.7,1.81,-2.31,-2.62,NA,NA,NA,NA,145.2,1.53
STM,99,5,99_5,760009,9702860,Pasture,,,PA,PA,,,,,,,79,NA,NA,NA,NA,NA,NA,>20,0,682.6,12.74,11.76,35.59,0.25,100,0,0,0,0,0,0,0,0,0,0,5.07,126.87,432,57.9,13.32,-1.52,1.2,NA,NA,NA,NA,0.29,0.55,73.3,1.94
STM,99,6,99_6,761980,9702007,Secondary_forest,Old,,SFold,SFold,,,,,,,78,>20,1,8,NA,NA,NA,>20,NA,658.1,14.47,12.5,31.61,0.18,4.91,6.97,77,61.58,0.15,5.68,1.65,9.37,5160,0.58,2,4.33,139.53,768,49.11,11.45,0.97,-0.31,-0.04,0.39,NA,NA,NA,NA,112.4,6.52
STM,99,7,99_7,759616,9704334,Secondary_forest,Old,,SFold,SFold,,,,,,,78,>20,0,0,NA,NA,NA,>20,NA,42.9,24.7,34.46,44.52,0.09,10.93,4.61,75,47.98,0.55,17.72,0.34,7.31,2140,0.49,7,4.8,160.6,649.33,48,11.42,-0.14,0.4,-0.58,-1.11,NA,NA,NA,NA,113.2,5.81
STM,99,8,99_8,763947,9701216,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,77,13,0,0,NA,NA,NA,>20,0,325.9,27,30.36,22.28,0.2,9.6,6.56,83,55.13,0.15,4.91,3.34,10.45,3880,0.54,23,4.63,179.47,748,68.45,12.17,-0.67,2.04,-2.94,-2.77,NA,NA,NA,NA,107.6,4.48
STM,99,9,99_9,765461,9702690,Pasture,,,PA,PA,,,,,,,80,NA,NA,NA,NA,NA,NA,>20,0,508.2,27.02,24.61,20.1,0.24,100,0,1,0,0,0,0,0,0,0,0,5.01,205.13,721.33,56.29,12.91,-0.58,1.31,NA,NA,NA,NA,-0.46,0.7,106.5,8.49
STM,ExtraSTM,1,ExtraSTM_1,725675,9675624,Primary_forest,Undisturbed,,PFund,PFund,,,1,1,,,81,NA,NA,NA,0,0,0,NA,NA,3944.9,0,100,99.95,0,9.77,1.69,114,291.17,6.32,25.64,2.14,9.67,2980,0.62,11,3.71,162.53,828,60.06,12.41,1.45,-1.11,0.6,0.99,0.41,0.46,NA,NA,197.6,0.19
STM,ExtraSTM,2,ExtraSTM_2,723636,9675026,Primary_forest,Undisturbed,,PFund,PFund,,,1,1,,,80,NA,NA,NA,0,0,0,NA,NA,2354,0,100,100,0,9.88,3.95,120,246.11,0.96,117.55,2.43,7.79,2920,0.63,18,3.77,134.6,854.67,70.27,12.28,0.48,-1.9,1.97,-0.31,2.24,-0.59,NA,NA,201.5,0.25
STM,ExtraSTM,3,ExtraSTM_3,722040,9676125,Primary_forest,Undisturbed,,PFund,PFund,,,1,1,,,81,NA,NA,NA,0,0,0,NA,NA,750.9,2.4,98.71,99.72,0,12.22,2.89,106,249.99,1.22,59.49,1.96,9.2,3020,0.61,13,3.87,169.07,790.67,78.66,13.2,2.01,-0.81,-0.11,1.65,-0.55,0.86,NA,NA,199.4,2.72
STM,ExtraSTM,4,ExtraSTM_4,725976,9682714,Primary_forest,Undisturbed,,PFund,PFund,,,1,1,,,75,NA,NA,NA,0,0,0,NA,NA,1598,0,99.68,100,0,11.88,1.57,86,252.58,2.63,56.42,2.26,9.49,2460,0.67,14,3.82,155.07,826.67,66.16,11.76,-0.29,-2.29,2.96,-0.36,2.77,-0.16,NA,NA,190.9,0.53
STM,ExtraSTM,5,ExtraSTM_5,726945,9683880,Primary_forest,Undisturbed,,PFund,PFund,,,1,1,,,77,NA,NA,NA,0,0,0,NA,NA,312.4,2.46,98.9,100,-0.01,12.14,1.94,115,213.96,2.62,38.87,1.92,8.35,3260,0.62,25,3.95,108.07,882.67,58.49,11.55,1.11,-1.28,0.99,1.19,0.35,1.03,NA,NA,201.2,0.81
PGM,100,1,100_1,180086.39,9695492.94,Secondary_forest,Old,,SFold,SFold,Varzea,1,,,,,79,>22,0,0,NA,NA,NA,>22,NA,86.4,42.92,57.99,76.86,0.097366923,43.25,10.23,49,84.33,1.64,6.54,1.09,10.07,6840,0.574,5,4.5,273.6,285.3,52.7,12.4,2.050908455,0.482608777,-1.994920555,-0.191932704,,,,,32.3,5.3
PGM,100,10,100_10,178054.35,9697314.01,Secondary_forest,Young,,SFyoung,SFyoung,,0,,,,,78,5,0,0,NA,NA,NA,12.7,NA,117.7,43.33,39.39,70.87,0.079955468,41.73,27.02,30,0.7,0.13,2.54,0.71,9.01,3760,0.461,0,4.8,97.3,253.3,42.5,13.5,0.658750771,0.258568557,-0.38553995,-0.358391262,,,,,31.4,2.2
PGM,100,2,100_2,182496.34,9693974.86,Secondary_forest,Young,,SFyoung,SFyoung,,0,,,,,83,3,0,0,NA,NA,NA,>22,NA,112.1,16.44,45.89,86.85,0.06173734,58.67,12.8,34,1.46,0,16.83,0.59,8.62,4300,0.489,0,4.9,254,436,98.4,15,0.012040608,-0.497679248,0.307475674,0.791040428,,,,,53.7,4.9
PGM,100,3,100_3,183543.53,9695657.02,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,81,NA,NA,NA,1,1,95.9,NA,NA,49,33,53.42,37.62,-0.189551388,42.95,12.27,72,136.54,36.98,22.3,5.91,8.82,3420,0.697,7,4.5,200.3,324,83.9,13.6,0.307217919,0.768373863,-0.182048325,-0.692957684,0.187383059,1.003110696,,,60.7,4.5
PGM,100,4,100_4,183782.06,9693165.77,Primary_forest,Burnt,,PFbur,PFbur,Varzea,1,,,,,75,NA,NA,NA,0,1,6.8,NA,NA,44.3,22.53,40.79,83.23,0.095222251,13.43,4.72,83,137.47,4.02,39.68,4.12,12.23,3180,0.603,27,4.3,174.9,372,68.2,11.9,0.952923348,0.932944674,-0.796002758,-0.912699075,0.722488306,1.334364237,,,46.9,12.4
PGM,100,5,100_5,181103.12,9694343.75,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,80,NA,NA,NA,1,0,5.2,NA,NA,171,20.45,79.03,81.63,-0.087653312,18.65,5.79,125,194.51,7.68,71,4.25,18.68,4040,0.668,19,4.4,312.7,242.7,62.3,13.1,1.276700243,0.72625055,-1.131856716,-0.296728196,1.138321031,0.610864031,,,45.9,6.8
PGM,100,6,100_6,180076.74,9697831.08,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,84,NA,NA,NA,2,1,92,NA,NA,75.4,39.88,60.74,35.66,-0.062531392,17.65,6.88,61,223.97,29.97,36.23,9.86,12,3240,0.694,12,4.4,122.7,238.7,49,12.9,1.437713361,0.039517636,-1.193866951,0.680065248,1.288960349,-0.507356106,,,69.6,1.2
PGM,100,7,100_7,179810.45,9693252.1,Primary_forest,Burnt,,PFbur,PFbur,Varzea,1,,,,,80,NA,NA,NA,0,1,68.3,NA,NA,58.6,33.61,53.1,81.51,0.078376452,16.61,9.09,41,103.12,0,12.57,1.25,14.99,5620,0.581,3,4.7,193.6,326.7,46.8,11.2,1.609284157,0.559343632,-1.422296109,0.012572665,1.444275392,0.27437912,,,20,0
PGM,100,8,100_8,183253.14,9697677.66,Pasture,,,PA,PA,,0,,1,,,79,NA,NA,NA,NA,NA,NA,4,0,35.7,25.5,74.32,66.92,-0.115328915,100,0,11,0,13.72,24.26,1.41,6.86,2040,0,0,4.8,174.5,228,58.1,14.2,-0.302682387,0.562899231,,,,,-0.193639652,-1.545929757,70.1,0.4
PGM,100,9,100_9,181569.64,9696367.34,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,80,NA,NA,NA,1,1,65.4,NA,NA,29,33.25,57.02,58.87,-0.085942065,23.81,12.97,33,19.01,13.86,7.32,2.6,14.24,3720,0.503,4,4.6,210.7,194.7,60.5,12.9,-0.876514738,0.632436425,1.216759845,-1.060566913,-1.253322271,1.322438475,,,62.9,4.4
PGM,142,1,142_1,207251.84,9675527.64,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,76,NA,NA,NA,2,0,23.7,NA,NA,548.8,5.7,83.74,98.15,-0.006543583,11.39,4.01,121,132.4,18.89,34,4.65,11.6,4320,0.674,16,4.7,232.8,728,54.5,11.1,0.071201136,0.284539593,0.276544121,0.106995352,-0.181739723,-0.02722426,,,141.8,2.1
PGM,142,11,142_11,200527.37,9675712.25,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,324.8,5.91,27.99,96.97,-0.171310125,100,0,5,0,0,0,0.32,4.38,520,0,0,5.9,257.3,693.3,81.6,12.4,-2.65649233,-0.810089427,,,,,-1.869605075,0.712509405,105.8,3.7
PGM,142,12,142_12,205435.77,9676781.85,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,51.3,NA,NA,188.2,13.36,42.5,94.74,-0.108596244,15.17,2.87,115,199.14,4.53,24.77,3.18,11.38,3260,0.595,21,4.8,234.2,520,90.4,12.4,0.160181025,-0.058235917,0.074613903,0.471068714,0.049873278,-0.360121664,,,96.9,7.5
PGM,142,13,142_13,200496.14,9681097.56,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,80,20,0,0,NA,NA,NA,20,NA,116.5,9.95,86.06,86.58,0.121357428,54.27,41.92,45,23.76,2.31,10.18,6.94,12.79,3340,0.514,17,5.1,318.2,593.3,79.3,12.4,0.059466103,-0.400068722,0.313401751,0.796838897,,,,,76.5,4.6
PGM,142,2,142_2,198492.14,9678012.94,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,Mixed PF and SF,1,,,,,75,NA,NA,NA,NA,NA,NA,NA,NA,57.5,11.03,62.48,97.89,0.106190539,20.29,13.25,83,73.16,23.58,32.46,4.09,17.09,3740,0.479,9,4.9,175.3,300,48.4,12.3,0.604728802,-0.676407736,-0.20553271,1.186116861,0.351022563,-1.131477778,,,61.9,3.3
PGM,142,3,142_3,203755.18,9675551.61,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,79,NA,NA,NA,1,0,2.6,NA,NA,126.5,8.53,11.91,90.04,-0.167438277,10.33,2.44,139,211.55,26.62,38.13,2.1,13.76,3140,0.692,12,4.6,185,456,56.9,12,-0.320977041,-0.116703801,0.475982499,0.487079789,-0.32119026,-0.396445671,,,87.2,4
PGM,142,4,142_4,202683.01,9677747.91,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,76,NA,NA,NA,1,1,5.1,NA,NA,95.5,6.73,67.17,91.99,0.069753239,15.55,6.51,114,252.12,4.02,53.54,7.54,8.35,4440,0.633,24,4.8,258.3,562.5,63.3,11.6,1.517637121,0.555566767,-1.369829331,-0.20381487,1.356836602,0.568712001,,,77.4,7.1
PGM,142,5,142_5,207414.65,9676620.92,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,77,NA,NA,NA,2,0,4.1,NA,NA,181.1,10.32,86.3,85.37,0.001361367,9.98,1.89,115,416.16,9.33,15.59,5.22,14.85,4860,0.669,27,5.3,321.1,624,112.4,11.1,-3.988015104,0.430815805,4.660986604,-0.824310761,-4.468763255,0.512022109,,,127.9,2.7
PGM,142,6,142_6,200679.93,9679245.07,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,81,NA,NA,NA,1,1,60.9,NA,NA,44.7,19.14,55.15,90.09,0.045715007,13.53,6.19,105,112.12,10.59,9.17,1.91,8.85,5880,0.467,28,5.2,341.6,214.7,135.4,12.4,-2.499567752,-0.838287077,2.880977122,0.056762516,-2.785766956,0.045924602,,,80.5,8
PGM,142,7,142_7,202319.32,9676148,Pasture,,,PA,PA,,0,,,,,77,NA,NA,NA,NA,NA,NA,6,0,171.5,1.88,1.89,44.74,-0.339572008,100,0,6,0,0,0,3.08,5.1,1120,0,0,5.7,331.3,617.5,77.3,11.9,-4.342008747,-0.283986994,,,,,-3.577426065,1.469962358,112.6,3.2
PGM,142,8,142_8,199099.41,9679572.86,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,9.9,0,316.8,14.95,34.38,95.08,0.17183368,100,0,0,0,0,0,0.55,1.51,0,0,0,5.1,166.2,308.9,77.9,13.2,-0.505186339,-0.82280691,,,,,0.09413587,1.083602799,61.6,6.4
PGM,142,9,142_9,204274.1,9673796.28,Pasture,,,PA,PA,,0,,,,,77,NA,NA,NA,NA,NA,NA,6.8,0,1318.6,0,0.1,100,-0.472347947,100,0,5,0,0,7.89,0.39,4.83,1600,0,0,5.7,332.8,618.7,70.5,11.7,-1.874460949,-0.879411548,,,,,-1.253907305,0.899809752,136.4,4.2
PGM,147,1,147_1,257306.63,9673966.58,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,80,NA,NA,NA,1,0,2.5,NA,NA,917.5,3.44,95.89,99.43,-0.004242424,14.42,3.2,129,162.56,6.05,44.92,3.74,12.18,3320,0.599,29,4.9,262.8,701.7,66.1,11.2,0.055203805,-0.947912237,0.420072028,1.530529994,-0.205964054,-1.615409261,,,148.7,3.8
PGM,147,11,147_11,255423.25,9678171.28,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,76,NA,NA,NA,1,0,0,NA,NA,299.4,7.9,71.63,97.28,0.01440288,15.25,2.77,96,231.97,13.32,66.92,11.33,14.7,2800,0.608,6,4.3,242.3,729.3,66.9,11.4,0.027461846,-0.309385654,0.389035474,0.808203395,-0.233158711,-0.819007706,,,147.6,3
PGM,147,12,147_12,256059.48,9675494.92,Pasture,,,PA,PA,,0,,,,,73,NA,NA,NA,NA,NA,NA,>22,0,491.6,14.91,28.15,85.3,0.006391457,100,0,0,0,0,0,0.21,3.07,0,0,0,4.6,101.5,245.3,29.5,12.8,1.022995236,-1.418518139,,,,,1.4135336,-0.411282381,78.9,1.1
PGM,147,13,147_13,262505.43,9674305.82,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,80,6,0,0,NA,NA,NA,>22,NA,249.9,12,56.88,90.16,0.015039244,29.97,15.01,4,2.55,1.66,0.26,7.95,12.82,680,0.453,0,4.9,301.9,653.3,71.3,15.4,-0.578689071,-0.491745281,1.118372557,1.051532335,,,,,130.6,4.4
PGM,147,14,147_14,254322.11,9675109.9,Mechanized_agriculture,,,MA,SFyoung,,0,,,,1,79,NA,NA,NA,NA,NA,NA,>22,0,455.1,15.53,30.29,73.72,0.007525582,100,0,0,0,0,2.09,3.87,5.69,0,0,0,5,302.1,485.3,135.5,15.7,-4.066724814,1.743552986,,,,,-3.758624203,0.708283535,113.7,10.6
PGM,147,2,147_2,260481.05,9673887.84,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,7.1,NA,NA,126.3,7.71,65.08,96.68,0.00515849,4.8,2.12,114,157.46,10.89,33.29,4.79,16.46,3540,0.485,28,5.5,292.3,630.7,82.8,12.7,-2.580951493,-0.944913657,3.145909601,1.032765463,-2.859966167,-1.32870992,,,149.5,5.5
PGM,147,3,147_3,260326.47,9677623.44,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,7.4,NA,NA,107.2,14.77,70.1,75.27,0.003147718,4.8,2.12,130,161,18.83,27.18,4.27,15.5,3360,0.549,23,4.9,291.1,668,66.6,12.2,-0.396357498,-0.561428332,0.938526734,1.146991618,-0.724806787,-1.301769249,,,130.5,8.1
PGM,147,4,147_4,256209.12,9677041.68,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,80,16,0,0,NA,NA,NA,>22,NA,509.6,23.49,40.69,65.95,0.001830134,29.97,15.01,70,79.74,0.92,4.76,1.07,14.81,3900,0.559,24,4.5,301.5,598.7,90.2,13.2,-0.565520732,0.372356535,0.89710451,-0.097825881,,,,,117.7,11.5
PGM,147,5,147_5,258270.23,9674861.83,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,80,NA,NA,NA,2,0,10,NA,NA,161.3,6.95,79.29,98.56,-0.00270027,9.04,2.6,109,190.44,12.8,43.76,2.26,20.68,3460,0.68,9,4.1,256.3,633.3,110,13.4,0.38549601,3.878328025,-0.558292999,-3.140218949,0.518060623,3.433481958,,,126,5.1
PGM,147,7,147_7,258421.07,9677961.35,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,82,NA,NA,NA,1,0,1.2,NA,NA,627.3,6.99,90.42,90.5,-0.001352367,9.04,2.6,138,202.12,5.33,93.79,3.64,10.1,4740,0.625,16,4.5,296.3,577.3,95.7,12.2,-1.529229014,0.845610566,1.849865888,-0.839402305,-1.754872481,0.864037671,,,130.3,7.6
PGM,147,8,147_8,255521.63,9679303.06,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,82,NA,NA,NA,2,0,8.9,NA,NA,966.4,1.65,98.72,99.3,0.00875966,13.04,2.83,134,206.62,1.94,21.86,4.52,15.21,3720,0.599,25,4.7,296.5,670.7,66.9,11.5,0.4421507,-0.459801067,-0.022178818,1.171321972,0.207515051,-1.212489583,,,150,0
PGM,152,1,152_1,306271.45,9675990.45,Secondary_forest,Old,,SFold,SFold,,0,,,,,80,> 22,0,0,NA,NA,NA,>22,NA,530.1,23.22,18.92,14.29,-0.023990823,53.93,17.35,33,20.97,2.25,1.09,1.99,19.54,3360,0.49,10,4.1,208.2,200,75.9,13.9,1.691774057,1.682679011,-1.745466903,-1.464742963,,,,,72.1,2.1
PGM,152,10,152_10,309925.32,9675874.73,Pasture,,,PA,PA,,0,,,,,81,NA,NA,NA,NA,NA,NA,>22,0,906.2,15.63,11.18,16.29,-0.003519545,100,0,1,1.9,0,1.94,0.26,2.14,0,0.375,0,5,138.4,128.9,35,15.9,0.310407584,0.105364182,,,,,0.575368807,-0.38843478,67.4,2.2
PGM,152,11,152_11,298707.96,9676856.58,Pasture,,,PA,PA,,0,,,,,86,NA,NA,NA,NA,NA,NA,5.8,0,33.6,18.66,34.91,83.78,-0.075605413,100,0,3,0.54,0,3.44,1.31,0.7,1260,0.362,0,4.9,285.3,253.3,35.1,12.9,-3.098082117,6.190735084,,,,,-4.806417997,-6.419330058,94,4.1
PGM,152,12,152_12,300817.17,9675013.68,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,582.5,17.38,20.4,6.46,-0.004070556,100,0,0,0,0,2.1,0.37,0,0,0,0,5.2,364.7,135.6,44.1,18.6,0.452507152,0.359809982,,,,,0.591100855,-1.185559901,80,0
PGM,152,2,152_2,303034.29,9676264.61,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,80,20,2,12,NA,NA,NA,>22,NA,1615.8,25.21,25.59,0,-0.036651972,13.05,3.03,46,45.16,3.36,0.67,1.34,15.47,4000,0.472,10,4.5,333.9,111.1,59,13.9,0.285552248,1.709736299,-0.175689716,-2.28399357,,,,,78.7,1.6
PGM,152,3,152_3,305826.72,9674910.72,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,78,6,0,0,NA,NA,NA,>22,NA,1261.9,17.56,14.06,3.2,0.073168258,47.47,28.33,50,80.25,1.62,5.53,2.58,10.43,2540,0.533,14,4,105.4,140,41.7,13.7,0.813159249,2.2004076,-1.028808083,-4.077267453,,,,,70,0
PGM,152,4,152_4,308105.41,9675788.63,Secondary_forest,Old,,SFold,SFold,,0,,,,,84,> 22,0,0,NA,NA,NA,>22,NA,404.8,31.41,39.04,9.34,-0.062726044,13.28,3.06,62,96.24,1.15,13.38,7.44,18.1,3240,0.52,20,4.1,156.6,108.9,44.1,14.5,0.85621284,1.828416613,-0.812125621,-1.773412737,,,,,79,2.3
PGM,152,5,152_5,301549.16,9677388.57,Pasture,,,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,0,1153.3,8.7,8.71,11.78,-0.001696065,100,0,1,0,0,0.06,0.94,4.4,20,0,0,4.6,215.1,146.7,60.5,13.8,0.906262113,0.207661754,,,,,1.093110783,-0.039585122,80,0.1
PGM,152,6,152_6,303751.81,9677244.16,Secondary_forest,Old,,SFold,SFold,,0,,,,,77,> 22,0,0,NA,NA,NA,>22,NA,1640.7,23.01,23.66,0,-0.010432182,17.77,2.79,62,79.9,1.56,3.48,4.79,20.13,3960,0.575,23,4.2,319.4,213.3,86.2,14.9,0.461485993,3.47126653,-0.653892009,-3.678369238,,,,,80,0
PGM,152,7,152_7,300610.79,9673368.91,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,80,20,1,12,NA,NA,NA,>22,NA,442.1,33.05,36.1,21.02,0.023513358,57.88,24.32,25,10.65,2.63,2.7,1.32,17.18,3140,0.438,1,4.5,213.2,115.6,44.6,14,0.895267833,-0.080364464,-0.668149005,-0.414234834,,,,,84.3,2.5
PGM,152,8,152_8,306724.26,9677398.36,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,76,20,0,0,NA,NA,NA,>22,NA,257.8,16.83,15.61,48.48,-0.021439314,19.42,5.24,62,74.2,2,10.01,10.25,15.72,3780,0.491,16,4.2,154.9,108.9,48,13.8,1.504347636,1.206493568,-1.47349259,-1.232361619,,,,,82.2,2.6
PGM,152,9,152_9,299233.39,9675028.81,Pasture,,,PA,PA,,0,,,,,76,NA,NA,NA,NA,NA,NA,>22,0,407.1,12.42,24.45,75.08,-0.039852304,100,0,2,0,0,0,0.02,2.84,40,0,0,5.2,167.7,122.2,34.5,14.1,1.325920069,-0.181287097,,,,,1.563032353,-0.660330824,80,0
PGM,202,1,202_1,234874.62,9672081.62,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,1,,,,81,NA,NA,NA,1,1,8.5,NA,NA,113.8,12.79,55.98,63.18,0.010681972,19.43,8.54,124,133.77,2.16,45.6,11.56,9.83,4060,0.576,20,4.9,218,740,57,14.5,-0.436991863,-1.101062445,0.93826088,1.492713151,-0.727033932,-1.585205583,,,144.8,4.1
PGM,202,12,202_12,233066.99,9660038.43,Pasture,,Not Brachiaria grass,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,13.7,5,1120.8,3.39,2.79,38.39,0.142997731,100,0,0,0,0,0,0,3.3,0,0,0,5.5,181.2,786.7,53.8,14.4,-1.620550092,-1.275090846,,,,,-0.89990316,0.339238379,145.4,2.3
