Region,Catchment,Transect,Transectcode,UTM_X,UTM_Y,Land-useclass,Forest type,Productiontype,LU_FT_Code,Bird_LU_FT_Code,ReasonsforGeneralexceptions,Generalexceptions,Catchmentexceptions,no_insectsample,no_birdsample,LU_change,Buffersize(pixels),reg_age,reg_fire,reg_fire_age,NumberLogC,NumberBurnC,deg_full,def_age,total_arable,EDGE2_DIST_MEAN,ed1_1km,foresttype1_1km,UPF_foresttype1_1km,MF_FCCP_500mbuffer,CANOPY,DUFF,SPECIES,AGB_Trees10,AGB_DeadTREES10,AGB_CWD,AGB_FWD,AGB_LeafLitter,UND_DEN,WOOD_DEN,DAMAGED,pH_ALL,SILT_ALL,CLAY_ALL,C_0_30,C_N,PC1soilnutALL,PC2soilnutALL,PC1soilnutFOR,PC2soilnutFOR,PC1soilnutPF,PC2soilnutPF,PC1soilnutOPEN,PC2soilnutOPEN,ELEV_MEAN,SLOPE_MEAN
PGM,342,12,342_12,149306.72,9633946.66,Secondary_forest,Old,,SFold,SFold,,0,,,,,78,> 22,0,0,NA,NA,NA,>22,NA,489.2,27.24,73.5,47.41,0.163095217,13.34,4.92,89,183.15,8.69,51.28,3.49,11.65,2840,0.534,23,4.3,211.4,531.1,68.2,11.6,1.721505037,1.209249981,-1.605856714,-0.133206406,,,,,98.1,5.2
PGM,342,2,342_2,145992.72,9635407.88,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,79,NA,NA,NA,1,0,19,NA,NA,1609,0,99.58,99.68,0.003294893,16.11,4.21,101,192.79,5.74,125.22,3.45,12.98,4840,0.651,9,4.2,206,760,72.7,12.8,1.918449881,1.05108028,-1.874921448,-0.134738108,1.937425844,0.395872151,,,109.7,1
PGM,342,3,342_3,145697.17,9633769.93,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,80,NA,NA,NA,1,0,37.5,NA,NA,1332.6,0,99.63,99.55,-0.003145125,12.26,7.06,73,107.69,7.67,49.24,8.17,5.96,6200,0.424,10,4.5,299,672,57.4,13.1,1.740176993,0.664129756,-1.617732473,0.207263959,1.695400799,0.012377956,,,116.3,3.8
PGM,342,4,342_4,151430.31,9636713.12,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,78,NA,NA,NA,1,0,7.7,NA,NA,2159.7,0,99.6,99.65,0.002031908,7.7,2.83,117,246.68,7.32,48.64,4.12,9.47,4100,0.695,21,4.4,225.2,614.7,84.3,12.6,0.682231099,1.327103325,-0.602362104,-1.170751522,0.558816668,1.544785826,,,96,4.6
PGM,342,5,342_5,151357.12,9638323.6,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,84,NA,NA,NA,1,0,29.8,NA,NA,1359.8,0,99.48,99.43,-0.001794258,5.27,2.5,124,214.36,9.4,86.28,7.35,11.8,5160,0.643,27,4.5,224.7,696,73.2,12.3,0.218927006,0.376652848,-0.042494798,-0.026663218,0.118745628,0.210446256,,,107.9,2.7
PGM,342,6,342_6,149592.33,9638774.9,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,83,NA,NA,NA,1,0,26.5,NA,NA,619.7,7.27,94.07,92.67,-0.005961251,15.38,4.99,129,201.36,14.78,53.83,3.85,13.55,4760,0.716,14,4.1,261.9,553.3,44,24.8,0.738100436,1.807292083,-0.671584816,-1.729372071,0.561275218,2.176788166,,,67.7,2.1
PGM,342,7,342_7,144692.07,9632682.16,Primary_forest,Logged,,PFlog,PFlog,,0,1,,,,80,NA,NA,NA,1,0,36.5,NA,NA,401.5,4.41,96.01,99.12,-0.014900651,9.33,4.23,110,115.51,10.4,66.5,4.85,9.85,3820,0.554,23,4.6,284.2,571.1,55,12.2,-0.759497449,1.032197037,1.151036622,-0.380787519,-1.000236393,0.270044942,,,120,0
PGM,342,8,342_8,151487.02,9634929.69,Primary_forest,Logged,,PFlog,PFlog,,0,1,,,,74,NA,NA,NA,1,0,13.5,NA,NA,1683.7,0,99.75,99.75,-0.003179169,6.63,1.48,109,189.9,2.18,85.27,14.5,11.36,4100,0.705,32,4.4,280.8,491.1,71.3,12.6,-0.520980122,0.733092479,0.887369229,-0.300627625,-0.7657493,0.286536421,,,110.3,0.7
PGM,342,9,342_9,146653.86,9637592.21,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,1,,,,75,NA,NA,NA,1,1,0,NA,NA,179.3,8.85,94.94,63.84,0.016580147,6.69,4.78,108,268.73,10.35,53.53,9.86,11.33,3620,0.721,14,4.5,161,375.6,78.4,13.5,1.129920645,0.151861654,-0.920282076,0.533378047,1.027557395,-0.377252014,,,86.8,7.8
PGM,358,1,358_1,255383.67,9635579.5,Mechanized_agriculture,,Exposed soil,MA,SFold,,0,,1,,1,79,NA,NA,NA,NA,NA,NA,>22,0,226.8,9.9,39.55,84.6,0.010509716,100,0,0,0,0,0,1.43,17.34,0,0,0,5.1,278.9,671.1,62.2,13.6,0.11884343,-0.566140505,,,,,0.557661322,-0.57010614,173.4,10.7
PGM,358,10,358_10,258906.73,9634103.55,Reforestation,,Eucalyptus,REF,SFyoung,,0,,,,1,84,NA,NA,NA,NA,NA,NA,>22,0,1129.7,0.2,0.45,0,0,100,0,0,0,0,1.61,0.76,1.19,0,0,0,5.4,85.9,135.6,35.5,12.4,-0.682686316,-0.904941101,,,,,0.02208614,0.879655251,107.9,2
PGM,358,11,358_11,256148.07,9637236.59,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,Mixed PF and SF,1,,,,,77,NA,NA,NA,NA,NA,NA,NA,NA,76.4,12.98,48.67,90.95,0.01021025,15.71,8.9,94,166.84,22.02,26.12,4.12,15.66,3460,0.577,9,4.8,175.4,351.1,60.4,11.9,-0.076450105,0.517188762,0.438811357,0.060664121,-0.33447755,-0.040249976,,,146.3,18.2
PGM,358,2,358_2,257229.47,9633424.74,Reforestation,,Eucalyptus,REF,MA,,0,,,,1,79,NA,NA,NA,NA,NA,NA,>22,0,2480.1,0,1.79,59.72,0.012266697,67.43,4.28,1,0,0,0,0.27,1.82,1200,0,0,4.8,198.4,142.2,26.1,13,1.070645216,-0.42153655,,,,,1.367985869,-0.321424675,91.2,1.8
PGM,358,3,358_3,257390.27,9631302.69,Reforestation,,Eucalyptus,REF,REF,,0,,,,,81,NA,NA,NA,NA,NA,NA,>22,0,1844.5,0.96,1.39,75,0.013767298,62.23,6.36,1,3.85,0,0,0.1,10.53,1140,0.69,0,4.7,175.4,117.8,30.7,13.6,0.606322122,-0.361642461,,,,,1.060902212,-0.035685558,87.2,2
PGM,358,4,358_4,256256.95,9638962.83,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,84,NA,NA,NA,1,0,7.1,NA,NA,122.3,7.3,96.03,98.66,0.00493421,10.55,3.34,123,235.64,0.7,15.05,5.29,15.18,4700,0.568,36,5,269.2,682.2,73.6,11.7,-0.686881207,-0.983655416,1.193734085,1.255594372,-0.996737192,-1.33873863,,,201.4,1.1
PGM,358,5,358_5,254302.71,9637339.62,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,81,NA,NA,NA,2,1,11.1,NA,NA,150.2,9.36,93.39,94.05,0.007538064,15.5,5.78,101,143.66,14.55,63.33,13.13,14.42,3220,0.556,17,4.7,259.3,708.9,55.9,11.7,0.658790937,-0.073756039,-0.28178252,0.923888791,0.464051586,-0.961988948,,,209.4,1.2
PGM,358,6,358_6,259002.5,9631481.82,Reforestation,,Eucalyptus,REF,REF,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,0,2193.5,0,0.05,50,0,42.07,2.15,1,0,0,0,0.03,8.84,1340,0,0,4.3,128.8,108.9,23.6,11.9,1.799903226,-0.746623561,,,,,2.014405887,-0.800754106,99.2,1.3
PGM,358,7,358_7,256358.2,9631221.49,Reforestation,,Eucalyptus,REF,REF,,0,,,,,81,NA,NA,NA,NA,NA,NA,>22,0,1020.2,0.89,1.72,20.29,0,62.52,6.5,1,0,0,0,0.61,6.43,1540,0,0,4.9,197.8,117.8,29.5,12.4,0.768771325,-1.032974697,,,,,1.263847006,0.431781471,99.8,0.7
PGM,358,8,358_8,255947.73,9634298.29,Reforestation,,Eucalyptus,REF,MA,,0,,1,,1,81,NA,NA,NA,NA,NA,NA,>22,0,965.7,1.28,1.24,90,0,52.71,2.66,1,0,0,0,0.39,1.44,1300,0,0,4.9,125.2,184.4,24.9,12.6,0.196785303,-1.096519892,,,,,0.73354025,0.359920728,110.2,1.7
PGM,358,9,358_9,258700.8,9632374.1,Reforestation,,Eucalyptus,REF,REF,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,0,2748,0,0.17,100,0,52.71,2.66,1,0,0,0,0.43,4.86,940,0,0,5.1,101.9,95.6,25.8,11.9,0.379271141,-1.160689254,,,,,0.972919112,0.469584464,99.7,0.6
PGM,369,1,369_1,188743.04,9631337.34,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,78,NA,NA,NA,1,2,35.1,NA,NA,47.7,18.15,88.52,50.47,0.208614584,13.14,4.02,76,82.23,9.82,11.76,6.99,12.93,3280,0.466,9,5.2,272.1,671.1,57.6,11.5,-1.320579763,-1.204511208,1.792729623,1.331787722,-1.570041499,-1.439638266,,,160,0
PGM,369,10,369_10,187532.32,9628107.55,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,72,NA,NA,NA,1,0,4.2,NA,NA,451.5,6.37,87.48,92.49,0.009281093,9.85,3.91,116,271.49,12.17,86.18,6.2,11.33,3200,0.716,23,4.5,191,484.4,48.6,12.6,1.474360234,0.665175761,-1.306812133,-0.212243325,1.302699496,0.538999596,,,108.8,1.5
PGM,369,11,369_11,182310.09,9627931.4,Pasture,,,PA,PA,,0,,,,,83,NA,NA,NA,NA,NA,NA,14,0,811.6,2.31,2.78,80.36,0.45647726,100,0,1,0,1.3,15.71,2.62,3.65,100,0,0,4.8,234,697.8,44.7,12,-2.325562014,1.191528324,,,,,-2.101549685,-0.627283754,107.8,3.4
PGM,369,12,369_12,184310.19,9627913.44,Pasture,,,PA,PA,,0,,,,,82,NA,NA,NA,NA,NA,NA,11.5,0,911.5,2.03,1.91,80.52,0.309434791,100,0,0,0,0.44,0,0.05,3.18,0,0,0,4.8,208.7,482.2,48.1,12,0.130103372,-0.135760032,,,,,0.424782646,-1.020184885,82.2,3.9
PGM,369,13,369_13,185949.1,9629020.71,Pasture,,,PA,PA,,0,,,,,85,NA,NA,NA,NA,NA,NA,>22,0,260.6,15.48,19.1,68.87,-0.050359742,100,0,1,0,0,0.85,1.27,3.13,120,0,0,5.1,264.1,653.3,50.3,12.2,-1.190414292,0.508337982,,,,,-0.901184283,-1.072676412,98.8,4.5
PGM,369,3,369_3,184173.01,9629559.73,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,78,NA,NA,NA,1,0,1.3,NA,NA,126.3,8.86,62.28,97.13,0.253608835,11.03,2.75,104,84.83,3.97,7.41,3.37,12.68,4160,0.648,47,4.2,170.3,806.7,52.3,11.5,1.739466868,1.14170819,-1.637050582,0.186064119,1.791979445,-0.117554999,,,147.6,4.4
PGM,369,4,369_4,187360.99,9626915.03,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,79,NA,NA,NA,2,0,27.8,NA,NA,339.7,12.78,75.53,95.79,-0.089860107,23.78,13.51,89,196.08,3.27,40.07,12.15,10.36,2860,0.674,3,4.7,153.4,624.4,57.9,14.2,1.692854408,-0.218023625,-1.374312079,1.293591596,1.539030927,-1.249730461,,,117.9,2.6
PGM,369,5,369_5,189883.3,9629641.49,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,2,88,NA,NA,51.7,12.4,65.83,44.88,0.339055565,14.86,2.36,105,197.62,20.09,60.13,6.2,12.51,4220,0.555,11,4.7,171.6,795.6,70.4,11.3,-0.477743993,-0.975473853,0.919601157,1.270325428,-0.727100731,-1.311406957,,,159.2,1.1
PGM,369,6,369_6,187677.35,9630433.03,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,36.7,NA,NA,41.1,17.57,87.73,65.36,0.136571508,32.45,14.85,79,88.14,6.91,36.66,3.4,13.05,3340,0.522,13,4.8,222.2,753.3,65.4,11.3,-0.783098804,-0.786266056,1.167305723,0.726499132,-1.048574429,-0.642865478,,,151.3,1.2
PGM,369,7,369_7,191637.2,9627024.67,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,79,NA,NA,NA,1,0,5.1,NA,NA,663,0,99.53,99.2,0.000600556,14.65,5.36,131,188.41,13.92,49.51,7.26,11.93,3720,0.636,20,4.6,249.1,671.1,51.5,11.3,-0.661777594,0.534836073,1.012878548,-0.141416863,-0.888660607,0.134095659,,,170,0
PGM,369,8,369_8,191294.27,9628360.27,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,80,NA,NA,NA,1,0,5,NA,NA,591.9,4.99,90.16,96,0.003585568,10.51,2.5,113,170.3,2.6,58.01,3.2,11.65,3880,0.612,18,4.5,271.3,704.8,59.6,12.1,0.480161194,0.148992324,-0.228485547,0.263907331,0.313662205,-0.105914172,,,168.7,1.8
PGM,423,1,423_1,227953.86,9616659.85,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,80,NA,NA,NA,2,1,87.8,NA,NA,63.6,18.3,36.56,98.64,-0.068962182,28.64,8.67,61,94.15,21.11,16.48,6.23,12.58,4380,0.442,1,4.7,112.1,235.6,30.5,15.5,0.149920515,0.26400202,0.194651914,-0.190505107,-0.18584633,0.410784868,,,112.5,2.8
PGM,423,10,423_10,223415.3,9616862.15,Mechanized_agriculture,,Rice,MA,MA,,0,,,,,78,NA,NA,NA,NA,NA,NA,4.6,1,86.5,22.63,29.59,84.58,-0.478717143,100,0,0,0,0,0,0,0,0,0,0,5.1,220.6,715.6,69.9,12.4,-2.238319006,-0.568893906,,,,,-1.656127183,0.410955452,187.6,2.4
PGM,423,11,423_11,225792.29,9614844.17,Mechanized_agriculture,,Maize,MA,MA,,0,,,,,79,NA,NA,NA,NA,NA,NA,7.2,3,607,11.29,18.7,78.96,0.137605906,100,0,0,0,0,0,0,4.23,0,0,0,4.9,253.9,702.2,62.8,11.7,-2.36056819,0.227778352,,,,,-1.762148313,0.21295051,175.1,1.8
PGM,423,12,423_12,222103.59,9614614.14,Mechanized_agriculture,,Maize,MA,MA,,0,,,,,81,NA,NA,NA,NA,NA,NA,2,3,325,11.63,44.59,85.2,-0.669543324,100,0,0,0,0,0,0,0,0,0,0,4.9,199.7,771.1,55.6,11.6,-0.752851472,-0.836872874,,,,,-0.366787179,0.052107993,189.3,1.1
PGM,423,13,423_13,227040.47,9618567.05,Reforestation,,Eucalyptus,REF,REF,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,0,883.4,3.19,4.83,87.63,0.01226889,63.48,8.54,1,98.67,0,0,0,16.22,0,0.804,0,4.6,90.2,168.9,27.5,14,1.597720183,-0.740475138,,,,,1.927313698,-0.506142817,100,0
PGM,423,2,423_2,225200.79,9616220.89,Secondary_forest,Old,,SFold,SFold,In naturally rocky area likely to have had big influence on restoration rate,1,,,,,78,> 22,0,0,NA,NA,NA,>22,NA,92.6,18.38,29.39,56.05,-0.085851752,82.66,38.77,22,1.14,0.1,0,10.81,11.23,4740,0.719,0,5.2,201.9,728.9,58.7,12.8,-2.620451623,0.891490774,3.099195478,-0.841885637,,,,,158.2,7.1
PGM,423,4,423_4,226556.33,9619321.7,Secondary_forest,Young,,SFyoung,SFyoung,Half of transect in Acaizal (seasonally flooded),1,,,,,76,2,0,0,NA,NA,NA,>22,NA,445.5,10.45,18.57,87.6,0.012049117,16.81,1.75,40,35.96,0.42,0.82,1.7,13.64,5020,0.517,16,4.6,175.4,388.9,37.1,12,0.809304621,0.692466947,-0.596338928,-0.810469706,,,,,101.2,2
PGM,423,5,423_5,226919.13,9616210.6,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,76,NA,NA,NA,2,2,58.3,NA,NA,43.7,21.42,23.67,98.2,-0.076842719,19.4,9.51,66,170.81,15.46,31.29,6.78,14.39,6420,0.543,13,4.5,189.6,482.2,89.8,14,-2.416759045,1.710626046,2.832509468,-1.56277572,-2.706150669,1.409733612,,,144.7,13.1
PGM,423,6,423_6,231284.73,9616366.91,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,75,NA,NA,NA,1,1,56.5,NA,NA,90.6,11.84,47.99,99.06,-0.148234331,8.03,3.43,76,146.43,11.5,55.95,4.6,14.01,5100,0.486,7,4.6,125.2,202.2,26.8,14,1.11796655,-1.158131699,-0.685874525,1.505500601,0.781457146,-1.341893449,,,126.1,4
PGM,423,7,423_7,219705.29,9613536.32,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,82,NA,NA,NA,1,0,0,NA,NA,813.6,3.82,97.94,99.19,-0.002246518,15.7,5.82,108,414.34,7.62,48.88,2.69,15.83,3800,0.645,15,4.6,201.2,777.8,63.9,11.9,-0.057149,-0.290667686,0.448244978,0.78853639,-0.284053708,-0.803035949,,,198.5,4.3
PGM,423,8,423_8,229400.11,9617499.52,Reforestation,,Eucalyptus,REF,REF,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,495.6,8.73,10.85,92.66,0.002253944,55.72,5.45,1,80.33,0,0,0.06,14.32,60,0.804,0,4.2,119.5,100,17.4,12.6,1.879888304,-0.396657751,,,,,2.089878921,-0.644227976,100.3,0.6
PGM,423,9,423_9,221859.62,9618193.73,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,82,NA,NA,NA,1,2,74.4,NA,NA,44.3,16.52,24.6,92.5,-0.081520548,19.98,9.46,48,71.25,16.17,20.51,3.6,15.07,4920,0.495,4,4.5,148.7,262.2,34.4,13.7,0.810121713,-0.052321903,-0.502423121,0.330062431,0.531870917,-0.091635191,,,129.7,1.8
PGM,44,1,44_1,283371.34,9709020.01,Primary_forest,Logged and burnt,,PFlogbur,Pflog,,0,,,,1,77,NA,NA,NA,1,1,25,NA,NA,75.4,36.64,73.82,67.38,-0.263859495,64.16,16.4,43,110.15,59.19,33.77,3.57,17.37,4200,0.672,3,6.5,155.2,228.9,95.3,13,-8.279469208,1.071198084,8.782892714,-3.080300702,-8.679384651,2.863506236,,,180,0.5
PGM,44,12,44_12,280884.52,9712580.8,Secondary_forest,Young,,SFyoung,SFyoung,,0,,,,,83,3.5,0,0,NA,NA,NA,6,NA,91.6,43.71,62.85,63.24,-0.138000659,58.67,12.8,6,0,0,62.35,0.41,3.64,2840,0,0,5.3,201,193.3,26,12.5,0.485601808,-1.462394606,-0.120178184,0.985013658,,,,,112.1,5.4
PGM,44,15,44_15,279701.57,9711498.91,Pasture,,,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,8.1,0,45.5,37.31,72.85,64.54,-0.054362758,100,0,1,0.22,0.09,8.51,0.8,2.29,0,0.33,0,5.4,146.3,140,29.3,14,0.60027639,-1.904753895,,,,,1.206031665,0.543161505,120.4,2.1
PGM,44,2,44_2,278901.12,9717045.15,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,25.7,NA,NA,223.4,13.83,83.96,82.03,-0.105245005,11.99,2.28,107,182.38,32.51,124.41,6.54,14.6,5720,0.486,16,5,278.9,364.4,119.2,15,-0.477444408,0.811786689,0.785632579,-0.540856287,-0.702743393,0.614329754,,,157.7,6.1
PGM,44,3,44_3,284120.44,9710594.76,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,6,0,49.4,32.23,78.08,78.83,-0.198058274,100,0,1,0,1.56,15.92,0.33,1.19,100,0,0,5.3,89.9,222.2,40.5,13.9,-0.206030429,-0.593797789,,,,,0.17099432,-0.485260917,149.1,12.1
PGM,44,4,44_4,284641.06,9714635.84,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,80,NA,NA,NA,1,1,54,NA,NA,36.8,48.12,68.69,58.48,-0.21333118,30.84,21.2,80,187.03,25.33,71.33,7.41,12.88,3660,0.71,12,4.3,113.7,135.6,31.6,13.7,1.490269888,0.991951508,-1.376115439,-0.517072432,1.361891189,0.86411696,,,120.7,6.3
PGM,44,5,44_5,280518.35,9717989.21,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,78,NA,NA,NA,1,2,33.9,NA,NA,86.8,32.37,68.93,61.88,-0.165936288,24.27,8.56,88,289.02,18.55,34.53,6.02,13.06,4240,0.681,7,4.6,271.2,635.6,42.3,12.8,1.11053411,0.650311452,-0.889830745,-0.338807109,0.887086684,0.638778428,,,123.6,13
PGM,44,6,44_6,282338.73,9712753.47,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,80,NA,NA,NA,1,1,16.3,NA,NA,115,44.5,64.86,64.4,-0.147009925,36.1,18.47,66,138.46,18.25,86.22,6.44,9.81,4400,0.519,5,4.5,439.9,306.7,35.6,13.6,0.866051645,-0.250122245,-0.688836298,-0.606420662,0.495361599,1.299844128,,,124.1,4.5
PGM,44,7,44_7,282023.86,9714507.01,Pasture,,,PA,PA,,0,,,,,83,NA,NA,NA,NA,NA,NA,2,0,96.9,41.76,67.59,68.71,-0.20284413,100,0,2,0,1.4,15.75,1,0.78,80,0,0,5.5,82.2,160,36.5,14.8,-0.009200095,-0.877426247,,,,,0.606989188,0.764968565,98.7,6.9
PGM,44,8,44_8,280189.01,9716265.2,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,7.7,0,204.6,30.75,53.26,60.13,-0.269218746,100,0,0,0,0.6,9.09,0.03,5.66,0,0,0,5.4,130.3,171.1,31.1,14.3,0.561895132,-1.258700423,,,,,1.120725045,0.004592778,101.7,2.7
PGM,44,9,44_9,284218.72,9717298.28,Small-holder_agriculture,,Manioc ,SHA,SHA,,0,,,,,79,NA,NA,NA,NA,NA,NA,4,0,71,39.25,65.15,68.84,-0.152544299,100,0,4,0,0.04,39.42,1.18,3.68,960,0,0,4.9,118.1,180,50.5,14.9,0.900180171,-0.543707382,,,,,1.111083294,-0.021296099,116.8,11.9
PGM,443,1,443_1,271598.88,9620279.03,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,17.8,NA,NA,251.1,11.67,91.49,98.09,-0.069197882,26.51,12.47,85,106.24,32.72,132.25,5.88,19,2420,0.593,28,5.1,132.7,120,27.6,13.2,0.287961413,-1.215766291,0.112195631,0.81578439,-0.120812014,-0.477128194,,,123,2.9
PGM,443,10,443_10,270617.4,9613820.04,Pasture,,,PA,PA,,0,,1,,,83,NA,NA,NA,NA,NA,NA,>22,0,1585.2,0,0.05,50,0,100,0,0,0,0,0,0,3.43,0,0,0,4.8,140.4,117.8,20.9,14,1.050132164,-1.162513324,,,,,1.609110217,-0.046461443,96.9,2.2
PGM,443,2,443_2,268582.68,9619650.04,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,79,NA,NA,NA,1,0,1.3,NA,NA,343.2,7.03,75.62,89.17,-0.109043755,9,4.46,105,231.82,14.03,46.89,3.23,11.78,2720,0.638,14,4.4,168.3,124.4,34.1,13.8,0.970685049,-0.354694727,-0.638170657,0.482360002,0.652187446,-0.197218241,,,130.1,1.1
PGM,443,3,443_3,271456.14,9617154.27,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,14,0,665.2,1.34,3.66,65.99,0.40091269,100,0,0,0,0,0,0,5.02,0,0,0,4.8,106.9,164.4,27.6,12.6,0.945477505,-1.260060205,,,,,1.512655571,0.659843201,90,0
PGM,443,4,443_4,268921.95,9616602.75,Primary_forest,Logged,,PFlog,PFlog,,0,1,,,,82,NA,NA,NA,1,0,21.8,NA,NA,77,13.99,21,95.27,0.050570148,10.01,3.96,111,228.58,6.33,35.64,6.41,12.09,2760,0.626,13,4.6,217.8,208.9,28.2,14.4,1.429061762,-0.529970412,-1.064985834,0.970945882,1.118394021,-0.748887087,,,121.6,2.6
PGM,443,5,443_5,271470.68,9619093.88,Pasture,,,PA,PA,,0,,,,,77,NA,NA,NA,NA,NA,NA,3.4,0,168.2,16.67,42.95,86.62,-0.363529303,100,0,0,0,0.38,0,5.32,4.24,0,0,0,5.6,223.7,266.7,39.9,14.2,-1.497231209,-0.915818833,,,,,-0.721209618,1.345287469,117.1,3.2
PGM,443,6,443_6,273355.54,9616742.89,Pasture,,,PA,PA,,0,,,,,82,NA,NA,NA,NA,NA,NA,12,0,630.5,0.96,2.07,84.34,0.343562499,100,0,0,0,0,0.18,1.66,3.78,0,0,0,4.7,151.1,210,23.7,14.4,1.202844341,-1.276322434,,,,,1.678113736,-0.180700942,97.6,2.1
PGM,443,7,443_7,266808.55,9616647.11,Pasture,,,PA,PA,,0,,,,,82,NA,NA,NA,NA,NA,NA,6,0,69.8,18.21,28.43,49.43,-0.162551985,100,0,3,0,0.3,0,2.37,4.19,300,0,0,4.7,129.9,133.3,39.6,15,0.453579045,-0.443426439,,,,,0.834539495,-0.481681639,136.3,6
PGM,443,8,443_8,269843.38,9619136.43,Pasture,,,PA,PA,,0,,,,,76,NA,NA,NA,NA,NA,NA,1.8,0,111.7,20.3,52.09,71.71,-0.357758068,100,0,0,0,0,0,0,4.59,0,0,0,5.5,116.3,137.8,31.2,13.6,-0.130142013,-0.832049104,,,,,0.535421221,1.36474526,113.6,3.4
PGM,443,9,443_9,272388.58,9615524.93,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,0,1309.7,0,0.7,57.14,0.001202104,100,0,0,0,0,0,0,2.61,0,0,0,4.8,120.6,187.5,29.3,13.4,0.944126162,-0.780879795,,,,,1.403853333,0.319675844,84,1.8
PGM,547,1,547_1,162537.48,9587906.15,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,77,NA,NA,NA,1,0,13,NA,NA,176.3,11.57,65.48,87.45,0.0646449,11.59,2.72,119,363.39,3.27,103.68,6.81,12.3,3900,0.671,14,4.7,216.6,440,78.7,13.2,1.091202244,1.243587887,-0.921032358,-0.541724679,0.965395646,0.738888978,,,129.6,4
PGM,547,10,547_10,164259.67,9587356.24,Reforestation,,Paricá,REF,REF,,0,,,,1,80,NA,NA,NA,NA,NA,NA,12.6,0,259.3,11.93,39.38,93.25,0.343329028,43.25,9.89,20,26.77,0.63,23.48,1.69,7.18,2720,0.47,12,4.9,159.1,280,51.1,12.4,1.18465659,-1.335124086,,,,,1.482642912,-1.159079875,113.2,4.6
PGM,547,11,547_11,160398.04,9584207.12,Pasture,,,PA,PA,,0,,,,,75,NA,NA,NA,NA,NA,NA,9.3,0,160.9,12.19,10.29,19.85,-0.183127171,100,0,6,0,6.26,7.95,1.93,3.01,1300,0,0,4.9,219.9,208.9,57.5,13.9,1.0695498,-1.078477856,,,,,1.425689036,-0.842221435,110.3,4.3
PGM,547,12,547_12,156521.01,9582744.79,Pasture,,,PA,PA,,0,,,,,77,NA,NA,NA,NA,NA,NA,2,0,230.1,21.51,25.31,47.01,-0.331555238,100,0,6,0.11,0.56,12.4,0.86,2.84,440,0.33,0,4.9,110.3,252.5,30.1,13.5,0.87301253,-1.436042148,,,,,1.401901339,-0.119267371,108.3,1.9
PGM,547,13,547_13,164244.56,9584471.56,Pasture,,,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,7,0,55.5,20.27,18.66,48.34,-0.342655809,100,0,7,0,6.9,10.68,2.77,5.64,280,0,0,5.2,231.3,506.7,76.4,11.6,-2.926167878,0.597698585,,,,,-2.469261197,-0.547932136,140.9,2.9
