ID,Binomial,Group,Nrec,mtry,ntree,TP,FP,TN,FN,ROC,distriver,distroad,DPFpx,edgedist,edgels,edgepx,elevation,meanprecips,meantemps,MFls,SFAgepx,SFls,TSDls,UPFpx,method,Shape_Area,Shape_Area_scaled
103,Bignoniaaequinoctialis,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13841138923140.4,0.664533737403299
104,Bignonianocturna,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10200000000000,0.752520581115183
105,Bixaarborea,Trees,10,3,100,8,2,50,0,1,0,0.00987233697342146,0.0242685821289165,0.456103279443121,0.0563824102328044,0.0159947894180688,0.0296129796863361,0.0264091790402158,0.0189041737926304,0.256325093974302,0.0194310101626155,0.0830338402023484,1,0.675951388393907,SDM,7839966597056.51,0.809549959714261
106,Bixaexcelsa,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6210067560281.95,0.848935897697409
107,Bocageopsismultiflora,Trees,35,13,550,32,3,174,1,0.999088541666667,0,0.00107600984476894,0.00202646840014526,0.0041557072276555,0.00168556115823349,0.00860633475644984,0.0061118617487094,0.0113166239855301,8.53234012268269E-06,0.00481851052252721,0.0240701799887177,0.00636767616496576,1,0.0177507198942451,SDM,10303277044914.3,0.750024927584319
108,Bowdichianitida,Trees,26,7,1200,18,8,122,3,0.985925925925926,0.00768448762737777,0.0170107131390261,0.0272597103307118,0.244946246123521,0.0550778540089437,0.0326445534151661,0,0.00122933481188145,0.0170560052733886,0.0791639219737167,0.0177940552641961,0.0232050410520679,1,0.335855382416901,SDM,4919197081483.07,0.880129329606456
109,Brosimumacutifolium,Trees,40,10,250,34,6,196,4,0.99384375,0.000244395394727882,0.0034761619485381,0.00938450598323721,0.051951882427185,0,0.00461242224721096,0.00471643202957742,0.00796862583773427,0.0212583907282651,0.025177071028168,0.00239088789389594,0.00680408405931987,1,0.424496510827761,SDM,11200000000000,0.728355932204727
110,Brosimumguianense,Trees,106,4,700,81,25,525,5,0.958077547359113,0.0158344834899062,0.0614630208840768,0.0402727646457976,0.316822925357768,0.0526055800433292,0.0146683310638547,0.0260471785476561,0,0.0421201080596717,0.223100006750134,0.0757819203339479,0.0529334593886434,1,0.411011877102493,SDM,14723267993654.4,0.643217398120621
111,Brosimumlactescens,Trees,14,3,100,13,1,65,0,1,0,0.044231183451823,0.028412067543622,0.511325011324272,0.0644669114005405,0.0475164972664176,0.00739710334501557,0.0175816659962255,0.0209237089501588,0.253765966252131,0.0141096560014949,0.0530299235952048,1,0.724613177865246,SDM,14718238454286.9,0.643338935173618
112,Brosimumparinarioides,Trees,15,4,550,14,1,75,0,1,0.0132552527341387,0.0322214746977994,0.0197609891286042,0.145063436940454,0.0305498861424689,0.00311220402142797,0.0531054905655573,0.0026374648170745,0,0.221148622821017,0.00835619513368967,0.0181383252160647,1,0.377266699898072,SDM,7790000000000,0.810757384989382
113,Brosimumpotabile,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10569677652574.8,0.743587450430671
114,Brosimumrubescens,Trees,45,4,1900,41,4,225,0,0.980905349794239,0.007617500030416,0.0370808280448854,0.0142468174541347,0.126044158923505,0.0279236110568305,0.000746081829926473,0.0114921152478877,0,0.00837283849156449,0.120833036204683,0.0354066209975068,0.0390274723933378,1,0.334207020137804,SDM,13094237415588.9,0.682582350103971
115,Brotogerischrysoptera,Birds,71,4,350,62,9,355,0,0.984177229225023,0.0103973764144299,0.0200598115076313,0.0225736047956926,0.104623117264317,0.0404158658255401,0.00486327512526605,0.00182532546852268,0,0.0102844378903342,0.140877204522733,0.014980593156501,0.0455299172578204,1,0.175027637168111,SDM,253.858907901908,0.794900186524453
116,Brunfelsiagrandiflora,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9096814842252.44,0.779178663135378
117,Buccocapensis,Birds,31,5,250,29,2,140,0,0.966213151927438,0.0089611718932603,0.00895864715857205,0.05753606005899,0.133988288643161,0.0412636539413889,0.00542349808683421,0.0189583420181914,0.00592871133685722,0.00757312744553962,0.199374434698585,0,0.0124035326632724,1,0.310358085431878,SDM,445.152702724391,0.633518552003341
118,Buccotamatia,Birds,13,10,100,8,5,50,0,0.805555555555556,0,0.0439748418985231,0.0319144085486183,0.0525417919194694,0.129043823836982,0.0213393523820453,0.00293840494659118,0.0375542621432817,0.0674532360574948,0.0772116493013403,0.0590579927625515,0.049112964517014,1,0.582647462722709,SDM,355.378010104781,0.709255387309618
119,Buchenaviagrandis,Trees,12,9,300,9,3,58,2,0.925,0.0119036283001203,0,0.0239437936112617,0.164608412864025,0.0632447364252387,0.00767435742636976,0.0564728012438144,0.0109341146907966,0.0297278736077072,0.086089230492822,0.00362461638899212,0.00611490243034556,1,0.281476185654205,SDM,10049686221009.9,0.756152860810882
120,Buchenaviamacrophylla,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10340502139705.1,0.749125396238041
121,Buchenaviaparvifolia,Trees,13,3,250,10,3,59,1,0.941666666666667,0.0168040413869407,0.0693751373621275,0.0889092193540766,0.97503693943021,0.041824509614738,0.024725353362042,0.114976892132836,0.0572250663585068,0.0453448187282654,0.928601836874357,0,0.080167138257314,1,0.572090718294975,SDM,8635767899631.68,0.790319700635048
122,Buchenaviatetraphylla,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11850901237785.5,0.712627132318259
123,Byrsonimaaerugo,Trees,49,4,350,33,16,244,1,0.949890350877193,0.0118999935229302,0.00200227424746051,0.0549592144939872,0.176365371144981,0.0537767116438719,0.00594028734888205,0.0142877172614796,0,0.0322815604275561,0.219001969522323,0.0523445893085047,0.0758230031563794,1,0.218806014288544,SDM,6317836124257.57,0.846331708185354
124,Cacicushaemorrhous,Birds,13,6,300,10,3,65,0,0.998456790123457,0.00741266735228034,0.0045831788743914,0.00427597482028392,0.00296143609979107,0.0129880240670036,0,0.027474417701529,0.0103964149249127,0.00312077232385339,0.00762803274610656,0.0329902984320087,0.0253094141185722,1,0.353017956012285,SDM,668.941938622899,0.444722712017803
125,Callichlamyslatifolia,Trees,10,3,100,10,0,35,0,1,0.0109146804344788,0.0518434153211546,0.00183183447851393,0.163723866615312,0,0.00183183447851393,0.0327223931620602,0.00865032948187132,0.0228329316214886,0.19747291730272,0.00183183447851393,0.0501797050124467,0.634151612788562,1,SDM,14158604112557.2,0.65686230255975
126,Calophyllumbrasiliense,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,16400000000000,0.602699757870355
127,Calyptranthesamshoffae,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4061310350463.62,0.90085986126648
128,Calyptranthesbipennis,Trees,11,3,100,10,1,54,1,0.9,0.0838998721164878,0.306569247395418,0.0356743861419427,0.716375820412055,0.0700839096653139,0.0356743861419427,0.0784158404283521,0,0.0218709596474893,0.703159508156866,0.0280447800391997,0.262757484143605,1,0.591054711621577,SDM,9120201782137.1,0.778613525943976
129,Calyptrantheslucida,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12100000000000,0.706607748185316
130,Calyptranthesmacrophylla,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8732462391511.72,0.787983112187192
131,Calyptranthesmultiflora,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10048168598045.9,0.756189533636986
132,Calyptranthesspeciosa,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8732462391511.72,0.787983112187192
133,Campephilusrubricollis,Birds,51,4,2000,43,8,254,1,0.982588235294118,0.00090752547549557,0.0321017120194777,0.0253935320569551,0.286954980815533,0.0443303760486174,0.000469967414711126,0.0143949981306924,0,0.0501948509324788,0.202876333787388,0.0220106509416845,0.0388941251905609,1,0.453567373525126,SDM,566.284362519445,0.531327964649885
134,Campomanesiaaromatica,Trees,11,8,150,7,4,55,0,0.975396825396825,0.0283130964377084,0.0117097539753314,0.0143304142684911,0.207033807857391,0.073595938858597,0.0116883652582417,0.0272705997534415,0,0.0146896586732481,0.0774738363947733,0.12025874600673,0.047442180668682,1,0.126310670437087,SDM,9306959534189.02,0.774100590434335
135,Campsiandralaurifolia,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7380000000000,0.820664891042669
136,Campylopteruslargipennis,Birds,29,12,250,24,5,143,2,0.965313271604938,0.0456960607775167,0.00600859393252599,0.00847795639550567,0.0129677151602088,0.0091032203895349,0.0280467463103727,0.0407417776206151,0,0.0181967396967621,0.0164612541655247,0.00543073280097272,0.0133380285595355,1,0.04076810077576,SDM,534.274404424513,0.558332600963918
137,Campylorhamphusprocurvoides,Birds,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,213.906087955659,0.828605678083322
138,Candolleodendronbrachystachyum,Trees,19,3,400,16,3,85,0,1,0.0155228791232748,0.0977566511527606,0.0349605904069035,0.386253414881606,0.00915969909661053,0.00502099397807296,0.0463689321956679,0.00861337283535054,0,0.214460944640832,0.000632536310020701,0.11774995639101,1,0.621519419126383,SDM,4061310350463.62,0.90085986126648
139,Capironadecorticans,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8943142234471.48,0.78289210774956
140,Capparidastrummacrophylla,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8580000000000,0.791667312350121
141,Capparisnectaria,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,2468524792688.57,0.939348965059759
142,Caraipadensifolia,Trees,13,5,600,10,3,64,1,1,0.00113007045475549,0.00749669039542873,0.00497586525680849,0.0842389698644482,0.0130719742371637,0.00250267162495177,0,0.00852564609036254,0.0333922569452869,0.0693737224857665,0.0189503647392424,0.0840703645397102,1,0.576111842937477,SDM,11847627214093.6,0.712706247951298
143,Carapaguianensis,Trees,29,7,450,27,2,145,0,1,0.00761749212279587,0.009530492909791,0.0139165878840871,0.11032407652177,0.00333471418706369,0.00236276945342489,0.0124134216895569,0.00444637472104883,0.000306913319579514,0.106331632426946,0,0.00230292127700109,1,0.384350017809521,SDM,11155151803471.9,0.729439673128095
144,Carinianamicrantha,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6527236829676.44,0.841271613657305
145,Caryocarglabrum,Trees,16,3,400,12,4,79,1,0.972916666666667,0.0746659715567434,0.0666322359821955,0.0189195121119279,0.407891585266957,0.197000637347314,0,0.0410868156201018,0.0036144156820057,0.0255114390847877,0.436675241751772,0.127602165436826,0.168397318581567,1,0.485286305426751,SDM,10551181982664.8,0.74403439180041
146,Caryocarvillosum,Trees,16,5,850,9,7,79,1,0.962626262626263,0.0108650395505936,0,0.0834356786740364,0.228568531575527,0.158122857962029,0.0129249289422579,0.0188690275464461,0.00335417915368143,0.0199671679231103,0.761058763898198,0.0771761580763741,0.109019078789294,1,0.291755617681825,SDM,7705298320321.11,0.812804171340948
147,Caryomenefoveolata,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5522034821682.4,0.865561967264566
148,Caryothraustescanadensis,Birds,37,4,400,29,8,172,3,0.964374716553288,0,0.0960013383905317,0.0830546156234282,0.401233960197927,0.174000872452035,0.00694714410067433,0.00564975529218949,0.00259132454945373,0.0175993370365595,0.437336963120834,0.0729836093747389,0.019491461776164,1,0.666766990141569,SDM,224.466740230678,0.819696370139836
149,Caseariacombaymensis,Trees,10,9,650,7,3,49,1,0.981481481481482,0,0.0061503563352804,0.00761375899618513,0.129887370652448,0.0133970154062661,0.00345983909267687,0.0134303970005927,0.000478366834516546,0.00917635782665301,0.0182522225894595,0.00505654481924417,0.0188341941158047,1,0.780209537454874,SDM,11009001458179.6,0.732971344910226
150,Caseariacommersoniana,Trees,14,5,400,10,4,70,0,0.923611111111111,0.0282707886424853,0.00849185031820662,0.0295532086992653,0.0901202778062492,0.0480967228084921,0.0140316382212872,0.0524188370557112,0,0.00456201638782548,0.144642350284643,0.0497530879684939,0.0319070174944241,1,0.661919606626551,SDM,13087628977436.1,0.68274204069178
151,Caseariajavitensis,Trees,97,4,400,75,22,482,3,0.96888308934685,0,0.00387995247416302,0.0426024542323886,0.287793162242371,0.126215550868709,0.00366707804766037,0.00888953090703136,0.0152722285591523,0.00695890584800222,0.182241967298471,0.0710826843221421,0.0349627689213449,1,0.322608331624779,SDM,13656558309212.7,0.668994063134538
152,Caseariasylvestris,Trees,17,5,250,13,4,85,0,0.989393939393939,0.0072258527414632,0.0510096542375403,0.0487378191467068,0.129367843121539,0.0555306926306756,0.0490506999562683,0.0258400363975781,0,0.0149338073017015,0.116540444206627,0.0801838644523894,0.0908188624304151,0.752396514576083,1,SDM,18900000000000,0.542288135594215
153,Casimirellaampla,Trees,24,10,750,18,6,108,2,0.975,0.0195683652015791,0.0300965568059643,0.0114353175449463,0.459780497522164,0.0109739253006303,0.0274096936234334,0.0317915390605923,0,0.00950448280417017,0.0324697030669461,0.0402742514930977,0.0110747604000195,1,0.392297538578854,SDM,10131794296006.4,0.754168748005878
154,Cassipoureaguianensis,Trees,14,14,100,12,2,70,0,0.981944444444445,0.00298845003181949,0,0.00149422501590974,0.021639245098287,0.00599745554004831,0.0015344058566737,0.00149422501590974,0.00539714305110672,0.00149422501590974,0.00149422501590974,0.00585174489473202,0.00298845003181949,1,0.0101878978357482,SDM,7867215832804.42,0.808891491499334
155,Castillaulei,Trees,23,4,400,18,5,115,0,0.9805,0.0206906239646851,0.0110637882446549,0.0684030369790297,0.428437990104831,0.0740273728263304,0.0291872006122694,0.0447612082648587,0.00550325018959044,0,0.26793605906215,0.0251219676759055,0.0204849980077796,1,0.158116175539068,SDM,9201637743112.28,0.776645654538325
156,Cathartesmelambrotus,Birds,11,4,450,5,6,54,1,0.8,0.190064720174466,0.0548078100271715,0.0442262780208165,0.251082056527666,0.157191323080723,0.0476886164997454,0.0453440591171508,0,0.0165194557329914,0.333411959437294,0.0331894030842155,0.0647625387926368,1,0.179171539512833,SDM,544.120734949438,0.550025917960311
157,Cathedraacuminata,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10406163717980.3,0.747538707252114
158,Cecropialatifolia,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8940000000000,0.782968038742357
159,Cecropiaobtusa,Trees,37,4,100,30,7,178,2,0.994444444444444,0.0193580469702402,0.0190729933517345,0.0696489207783515,0.240541106395617,0.158131088583052,0.00026256841771728,0.0179870538285364,0,0.0226558356287271,0.165530206444994,0.027055648733582,0.0611082470192538,1,0.331520449206124,SDM,5816340362602.67,0.858450177195826
160,Cecropiasciadophylla,Trees,91,3,150,76,15,442,3,0.984996710526316,0.00554244602527882,0.0545873915206991,0.0577385497144577,0.183136483927107,0.0642376225245784,0.0251309494409024,0.0388005758706175,0,0.0175910815758224,0.272539786028885,0.0141897478862389,0.0406218450239709,1,0.221599787646115,SDM,12095532151844.1,0.706715712167389
161,Cedrelaodorata,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,23000000000000,0.443213075061345
162,Ceibapentandra,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,41300000000000,0.001
163,Celeuselegans,Birds,10,6,150,9,1,50,0,0.9975,0.013612452754823,0.0184115164476427,0.0262331281558746,0.120401200106491,0.00301686808803278,0.0124786933710824,0.0120196014478505,0,0.0114734173048019,0.0546955620184399,0.01570913106722,0.0235871764956549,1,0.249976903906606,SDM,532.712941557548,0.559649901558789
164,Celeusflavus,Birds,13,10,650,11,2,60,0,0.964285714285714,0.00682378524214063,0.00477664470336458,0.00244450697796577,0.0226332341063442,0.00298451547546655,0,0.00780040120189862,0.00900088787153387,0.00421966579858726,0.0442095131482552,0.0179136589395133,0.0144043015791001,1,0.183202559963092,SDM,508.662758761971,0.579939413895995
165,Celeusgrammicus,Birds,18,3,100,17,1,89,1,1,0.0205483111464763,0.0667168254554892,0.062805470236176,0.368977514208118,0.0646042841411934,0.016038503910049,0.054920982741772,0,0.0127965064438096,0.285851033031889,0.0137916530233096,0.0530575175507739,1,0.530813056640697,SDM,326.418457527988,0.733686602834303
166,Celeustorquatus,Birds,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,154.447310260524,0.878767026704028
167,Celeusundatus,Birds,20,9,200,19,1,100,0,0.995333333333333,0.00389979455266486,0.00453553936234262,0.00196447724410236,0.0132561226502066,0.00317742168568457,0.00340124403551049,0.00131335764147793,0,0.00618781957045526,0.0298105685563744,0.00343598465754195,0.00641669811492565,1,0.302886170033532,SDM,129.339534903942,0.899948758343542
168,Cercomacracinerascens,Birds,156,3,1900,130,26,778,2,0.982890522266334,0,0.0352399397036884,0.0278456003495044,0.202504056110377,0.130566179598207,0.00915997596313314,0.0152273845874973,0.000716758675140467,0.0342958231470898,0.271207650778605,0.0131968303176818,0.0613004264091968,1,0.258916643175278,SDM,548.448088270739,0.546375222689249
169,Cercomacralaeta,Birds,60,8,150,43,17,291,9,0.970693688586546,0.0092084675357518,0.165916301100038,0.153000276104447,0.430556773882926,0.0235428362920392,0.0159535533019878,0.00857474482925284,0,0.0129914878288925,0.263824933834837,0.00964980225069009,0.0418165688638153,1,0.293371956940745,SDM,32.0220477539599,0.982048939158741
170,Certhiasomusstictolaemus,Birds,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,262.01526715031,0.788019217967841
171,Chaeturaspinicaudus,Birds,71,14,500,48,23,341,4,0.897894892128875,0.000427245728986086,0.0190554574879474,0.0174953428021685,0.0141558921206034,0.0032371173860062,0,0.0299328486443972,0.0148788865812377,0.0083924909118902,0.0537705734400185,0.010634055371692,0.0431892848387833,1,0.0922376451147017,SDM,255.695827333226,0.793350501859643
172,Chamaecristaapoucouita,Trees,16,3,550,11,5,79,1,0.975771604938272,0.0195264196250638,0.0534373220288452,0.0290953942320894,0.367152091089911,0.114851982729931,0.0139544837459358,0.0584032546902543,0,0.0208511435346956,0.256271257251623,0.0314330235925981,0.0752708635002294,1,0.62182502018875,SDM,8440804364095.65,0.795030926021618
173,Chamaecristabahiae,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6301191180507.12,0.846733927407218
174,Chamaecristascleroxylon,Trees,41,4,950,35,6,205,0,0.979846153846154,0.0119410862513984,0.0107943761669246,0.0503166743837231,0.208018033475065,0.0726836362952994,0.0165148242037412,0.00899587592187934,0,0.00172786266781344,0.157275181901137,0.00577494580195213,0.00434798833606198,1,0.241726605748006,SDM,3832666387818.55,0.906384962349293
175,Chaunochitonkappleri,Trees,34,3,350,31,3,170,0,0.999537037037037,0.0308599592042709,0.00864260250503991,0.000632205285470568,0.18515220757579,0.0562512023364926,0,0.0241233137450972,0.018241170973367,0.0312136967428528,0.251961354940507,0.0431806047498468,0.0622625802250412,1,0.364462378439719,SDM,9697600527599.41,0.764660887978541
176,Cheilocliniumcognatum,Trees,18,12,950,16,2,89,1,0.975,0.0069153027818275,0,0.00410598722115825,0.0190708686419382,0.0051999040295531,0.00323317354056224,0.00212065547665632,0.000617195888894851,0.00144910713390504,0.0401495616073795,0.00733788678253013,0.0297343113812166,1,0.472340591301955,SDM,13150331181208.9,0.681226863951699
177,Chimarrhisturbinata,Trees,60,12,550,51,9,298,2,0.989937908496732,0.000187559950811917,0.00676662901355444,0.0180580580948245,0.0748559271629794,0.00377873350216101,0,0.00946086199490277,0.00222230323267168,0.00827749613079033,0.0504486014178984,0.0623551777450001,0.0328716996372923,1,0.174105070114544,SDM,6951965859489.11,0.831008185769803
178,Chlorophanesspiza,Birds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,651.362705384952,0.459553121944065
179,Chomeliatenuiflora,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9068737100959.4,0.779857151895923
180,Chrysophyllumargenteum,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9420000000000,0.771369007265338
181,Chrysophyllumcuneifolium,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5600085767013.02,0.863675893573523
182,Chrysophyllumlucentifolium,Trees,71,5,550,61,10,339,1,0.980284706475183,0,0.0124707584489663,0.00784273093772905,0.117095220630989,0.0352697435678036,0.00586889091966166,0.0108234071624019,0.000654628823393587,0.00409989886765997,0.0883139409901176,0.00767398539028594,0.0135436813546446,1,0.275059606128927,SDM,12800000000000,0.689692493947997
183,Chrysophyllumpomiferum,Trees,12,3,150,11,1,60,0,1,0.00716207449186244,0.089634801469377,0.0210801310112853,0.36131701464133,0.110865135042104,0.0108636852683047,0,0.0490735022576531,0.105519217262378,0.14518682586224,0.0926477425771718,0.279450114312317,1,0.981603201772912,SDM,7856611540806.96,0.809147740492397
184,Chrysophyllumprieurii,Trees,12,3,100,10,2,60,0,1,0.0549554363167202,0.0471632831200236,0,0.209159809443749,0.0622766172731613,0,0.0408814878286243,0.0252648988679903,0.0395178704270092,0.279985522816559,0.0132330228365711,0.246400931999953,1,0.715968982682998,SDM,7683237243291.96,0.813337269521944
185,Chrysophyllumsanguinolentum,Trees,11,3,200,9,2,55,0,0.988888888888889,0.0458175015595389,0.0248794886187333,0.00334703090766048,0.248474772731469,0.0230222731675116,0,0.015184727203916,0.0311906962012573,0.168361796155975,0.160945711262781,0.162094494246164,0.209346596145328,1,0.93711895742988,SDM,7856611540806.96,0.809147740492397
186,Chrysophyllumsparsiflorum,Trees,14,10,1950,10,4,60,0,0.85,0.0658992623435609,0.0303465762692711,0.0272027423266901,0.0642708915352763,0.0324959196493914,0.0277711070650892,0.124267261453282,0,0.0348847160735343,0.0490506929568667,0.0438897735917521,0.0877853335935598,1,0.197676137476175,SDM,7648137106583.94,0.814185452002202
187,Clarisiailicifolia,Trees,78,3,150,62,16,388,2,0.921496637132219,0,0.0561844507143729,0.0808503827271733,0.335532934817015,0.0641257963954354,0.0139417070248193,0.0208810736847357,0.00973834019275966,0.0278957530914417,0.259124188053582,0.0231357642280934,0.0311167446400867,1,0.447652667671633,SDM,12771801837602.9,0.690373892642243
