ID,Binomial,Group,Nrec,mtry,ntree,TP,FP,TN,FN,ROC,distriver,distroad,DPFpx,edgedist,edgels,edgepx,elevation,meanprecips,meantemps,MFls,SFAgepx,SFls,TSDls,UPFpx,method,Shape_Area,Shape_Area_scaled
552,Licaniaheterophylla,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12800000000000,0.689692493947997
553,Licaniahirsuta,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5207162564577.94,0.873170744809138
554,Licaniaimpressa,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3832666387818.55,0.906384962349293
555,Licaniakunthiana,Trees,43,4,250,40,3,210,0,0.994642857142857,0,0.00338603522075517,0.011747439444228,0.0838530257453553,0.0452939267852013,0.0037631498904504,0.0132493792592597,0.0103616904121135,0.00125692092608595,0.151366649115426,0.0032707979990143,0.0160180732948436,1,0.241451229841013,SDM,12677847799170.8,0.692644258994674
556,Licanialatifolia,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8120317948415.23,0.802775367737105
557,Licanialaxiflora,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5182210627371.12,0.873773699611377
558,Licanialeptostachya,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6730000000000,0.836371912834465
559,Licanialicaniiflora,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7608706603056.45,0.815138276276306
560,Licaniamembranacea,Trees,17,3,150,15,2,85,0,1,0.0280870818158223,0.0178435500573372,0.0031929909983618,0.432251055590514,0.0116160927837622,0.0205960982893093,0,0.0602812979509934,0.0639421760149508,0.179188928488308,0.109789286222302,0.231748101305114,1,0.986369747108083,SDM,6586572071233.41,0.839837798377064
561,Licaniaoblongifolia,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7120287994229.69,0.826940740479938
562,Licaniaoctandra,Trees,20,9,250,18,2,100,0,0.995555555555556,0,0.00343092316410313,0.00247634956703557,0.0547452516461171,0.012737863610138,0.00247634956703557,0.0459547216981608,0.00662275608447234,0.0131693440978071,0.0123512683319831,0.0229987046018408,0.0151191587770247,1,0.205921098111401,SDM,13019706775353.4,0.684383356858334
563,Licaniaparviflora,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9070000000000,0.779826634383998
564,Licaniaprismatocarpa,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6030000000000,0.853287167071784
565,Licariabrasiliensis,Trees,28,3,100,25,3,139,1,0.9875,0.00690482472016652,0.0452939630104076,0.0144537032513776,0.215950152434754,0.038029093376735,0.0151743003040776,0.0529394907943283,0.0217993425398907,0,0.168902911430169,0.0197771499941052,0.0663908420978355,1,0.746152757857535,SDM,8400931755800.7,0.795994433602209
566,Licariachrysophylla,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6317836124257.57,0.846331708185354
567,Licariacrassifolia,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4968291884705,0.87894297092327
568,Licariaguianensis,Trees,13,12,650,11,2,64,1,0.961111111111111,0.0157622190440211,0.00420622800350951,0.00744916958286271,0.0109568338973575,0,0.00740019795578376,0.0313578408039425,0.000303026403995688,0.00520303601596219,0.0206746473240314,0.0202007043465069,0.0115676382789519,1,0.198368970141019,SDM,10898176042209.9,0.735649402177489
569,Lipaugusvociferans,Birds,101,7,950,97,4,504,1,0.997592592592593,4.9305009045656E-05,0.0041639776740731,0.00220561885953363,0.031039792879835,0.00432752973592897,0,0.00912283752775132,0.00285827165227852,0.00240634569984898,0.0336672086676324,0.00295661775347634,0.0115978557586965,1,0.210807772169226,SDM,578.766138676057,0.520797934442946
570,Lophostrixcristata,Birds,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,412.269490317104,0.661259893908955
571,Lophotriccusgaleatus,Birds,154,5,300,125,29,769,1,0.974535030652369,0,0.0379718237163074,0.0531799551265183,0.229149813086856,0.0367692879622956,0.00158057611542471,0.00846200974750333,0.00618138132577349,0.0308770399118708,0.182624524637483,0.0502901717664003,0.0584176758260564,1,0.154721305858085,SDM,234.906695798639,0.810888885843501
572,Lueheopsisduckeana,Trees,17,8,100,11,6,78,2,0.975277777777778,0.139982641633366,0.0138209646917833,0.0459214381177518,0.0618181024421723,0.0412657919449493,0.0368784640716962,0,0.0122493851362579,0.0332262530840382,0.109286794460646,0.0510127095138276,0.067186220969964,1,0.26619378387459,SDM,5829417515430.81,0.858134172388986
573,Lurocalissemitorquatus,Birds,47,3,200,44,3,230,0,1,0.00421006095665001,0.0446247005632188,0.0591065965586888,0.291373500376837,0.0359468871344035,0.0351725852584042,0.00814868027486974,0.013216056023166,0,0.154402521738423,0.00421894608960103,0.0160692811700913,1,0.296455967721661,SDM,743.317344308326,0.381977213404932
574,Mabeapiriri,Trees,22,8,200,14,8,99,6,0.959,0.0211331783160852,0.0166958680558537,0.199805207464844,0.293362170184175,0.206564906699031,0.0318627493996512,0.0243347645657042,0,0.0200299271786583,0.290473204421071,0.0311852971073277,0.0369261131133084,1,0.367504823778367,SDM,10450731199983.5,0.746461749696684
575,Mabeaspeciosa,Trees,40,10,150,32,8,199,1,0.946598639455782,2.23925749499016E-05,0.00602535363573077,0.0381838956853518,0.0540946126371317,0.0241595710729021,0,0.0133864763062925,0.00353841029429782,0.0209522266257485,0.0472045287920162,0.0201760007240668,0.0162730766788019,1,0.429566500475587,SDM,10098781024231.9,0.754966502127695
576,Machaeriumaureiflorum,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4126971928738.82,0.899273172280553
577,Machaeriumfroesii,Trees,10,3,100,8,2,48,2,0.985,0.0422247331280767,0.0938179152219286,0.0312646750967387,0.452336540989531,0.0347230493505607,0.0449201017954297,0.0247271061925156,0.0223580229866322,0,0.454174032583026,0.12614972580292,0.0896154996754461,1,0.339682617200151,SDM,3830000000000,0.906449394674787
578,Machaeriuminundatum,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12175931394906.6,0.704772892686117
579,Machaeriummyrianthum,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7840000000000,0.809549152543859
580,Machaeropteruspyrocephalus,Birds,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,184.238161977466,0.853634500328472
581,Macoubeaguianensis,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10200000000000,0.752520581115183
582,Macrolobiumangustifolium,Trees,36,11,1050,33,3,169,1,0.990538033395176,0.00132263421940587,0.0045988415378652,0.00416066043697325,0.0644147377204839,0.0888918589882635,0.00402395722670257,0.00585358200720892,0,0.00274636326203707,0.0256742867245144,0.00775965015798565,0.00739539633560219,1,0.433248656647263,SDM,10551181982664.8,0.74403439180041
583,Macrolobiumbifolium,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7610000000000,0.815107021793264
584,Macrolobiumcampestre,Trees,19,14,200,17,2,74,1,0.979861111111111,0.00393745952219175,0.0100164459811781,8.09852083862836E-06,0.00771250462524224,0.0100175181386596,0.00630675977562078,0.00621383119757104,0,0.0043429908689964,0.00612736958483771,0.0425157270904671,0.0314647868800962,1,0.0085026036146797,SDM,8334600544743.78,0.797597304029205
585,Macrolobiumgracile,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10100000000000,0.754937046006228
586,Macrolobiummicrocalyx,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7417287735202.13,0.819763846012843
587,Macrolobiummultijugum,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8940000000000,0.782968038742357
588,Malacoptilarufa,Birds,28,11,1050,21,7,138,2,0.957239229024943,0.00651302452066505,0,0.0024468157464603,0.0232205956722579,0.222477395240583,0.00828644405937551,0.0229524399719803,0.0174166674203453,0.00591413219401421,0.105514940252461,0.0589957959996371,0.0250957338962197,1,0.376788142284969,SDM,213.363111523168,0.829063750569485
589,Mandevillahirsuta,Trees,12,3,850,9,3,59,1,0.988888888888889,0,0.00923369110468463,0.0126092569320657,0.543364835208397,0.409153691541367,0.113599620493919,0.00351903534342441,0.00515626917965309,0.0185735740181121,0.238526647958187,0.0815605609546716,0.0484733691274752,1,0.888443658067218,SDM,14506833700756.6,0.648447456820679
590,Mandevillascabra,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13600000000000,0.670360774819632
591,Manilkarabidentata,Trees,46,4,700,38,8,229,1,0.969930839002268,0.0166694967385467,0.0727957701279433,0.0694251430954749,0.145938046426667,0.0671662833384008,0,0.0310915323575005,0.000770792481421069,0.0126881913273892,0.157362534623953,0.0406009349831434,0.0675754841210067,1,0.638534586130187,SDM,9087584224521.71,0.779401717772068
592,Manilkaracavalcantei,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3832666387818.55,0.906384962349293
593,Manilkarahuberi,Trees,78,4,150,71,7,389,1,0.997669934640523,0.0053263352625741,0.0201349042942352,0.03675818812763,0.172824866083653,0.0219241392754832,0.00904113165165125,0.016868341520029,0,0.00638692360387024,0.110047658988149,0.0113552071452705,0.0410541142505263,1,0.240879370570726,SDM,8334600544743.78,0.797597304029205
595,Manilkaraparaensis,Trees,23,14,1200,21,2,115,0,1,0.00234580801773104,0.00327700375375128,0.00471814702635488,0.00410251464474834,0,0.00753681121522616,0.00883609465469351,0.00445289195474049,0.00412773074125643,0.00396322535266145,0.0156717926141583,0.0166564545709714,1,0.00347363169073988,SDM,5669350098657,0.862002145317328
596,Mansoadifficilis,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11100000000000,0.730772397095772
597,Maquiracoriacea,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11656208346239.3,0.717331817687834
598,Maquiraguianensis,Trees,44,9,100,33,11,216,4,0.986601307189543,0,0.0178009348618829,0.000531682935149378,0.351484964524051,0.0647793531576404,0.00710917957836221,0.00308383970819965,0.0100458848700876,0.0522083924451366,0.198501644859337,0.049573052709137,0.0226600302234587,1,0.315260709155613,SDM,12461411705187.7,0.697874361217326
599,Maquirasclerophylla,Trees,24,3,650,21,3,120,0,1,0.0475736219850947,0.0869417884874367,0.0206008592658378,0.305585177877121,0.0605431141597981,0.0125800429726766,0.0533717471979389,0.0231889774317516,0.00746310661738218,0.219624854625009,0,0.018952914699309,1,0.303207985542052,SDM,6790250375564.49,0.834915983662226
600,Margaritopsispodocephala,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8988102388604.74,0.781805661409969
601,Maripaglabra,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4271990193423.38,0.895768856828847
602,Maripareticulata,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9470000000000,0.770160774819815
603,Maripascandens,Trees,19,9,100,16,3,94,1,0.996296296296296,0.00800226707757019,0.0132402545132649,0.00289171507104784,0.0433116040242091,0.010476781175948,0,0.0119759934942054,0.000201203145824083,0.0138795928532593,0.0346223751160186,0.0101903805607185,0.0373994993545758,1,0.261620881631096,SDM,6470000000000,0.842654721551184
604,Marliereasubulata,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7120000000000,0.826947699759387
605,Marliereaumbraticola,Trees,23,11,1200,22,1,115,0,0.996296296296296,0.0158837844833941,0.0104758744355108,0.0099783359487406,0.0202017373839919,0.00942251048160206,0.00982258983481087,0.00873770044756784,0,0.0128802822192812,0.0111158462049943,0.00883667409903169,0.00754908758825856,0.218106606731009,1,SDM,8587444126827.15,0.791487427638898
606,Mataybamacrostylis,Trees,11,3,100,10,1,55,0,1,0.114488433174792,0.0358929955928097,0,0.283490434786446,0.0684597420589161,0.0569478319241585,0.109080317849773,0.0481232426322145,0.00394888330383553,0.448172035208623,0.228902889838512,0.199394091681865,0.882692494062008,1,SDM,10487492403650.8,0.745573428116538
607,Mataybapurgans,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11040293453211.8,0.732215184836565
608,Maytenusguianensis,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7883639020820.55,0.808494630926934
609,Maytenusmyrsinoides,Trees,32,4,200,28,4,154,1,0.996626984126984,0,0.0442223327013196,0.0130491113665217,0.354280160372664,0.0261514127015651,0.00889116866048066,0.00174186258527165,0.0110907553940315,0.0395801332133446,0.137511930282628,0.0364920202573095,0.0573453156965975,1,0.734608958220848,SDM,6730000000000,0.836371912834465
610,Megascopsusta,Birds,12,3,100,11,1,60,0,1,0.0200413262050205,0.058669025204779,0.0558143594573593,0.3550795762806,0.0318331790285037,0.0402123524034364,0.180369489488086,0,0.0028230184294009,0.30305529020534,0.00265995902102758,0.020056866397255,1,0.524152169416982,SDM,517.253405986169,0.572692065951846
611,Melicoccuspedicellaris,Trees,27,4,200,24,3,134,1,0.985648148148148,0.00130187163923679,0.00761075557610367,0,0.185204214621057,0.035944176214479,0.00102045629112012,0.0062577258732463,0.0199463149962168,0.0245576511529592,0.186368387209329,0.0420599287121052,0.0921497837693094,1,0.271934927916855,SDM,4061310350463.62,0.90085986126648
612,Mendonciahoffmannseggiana,Trees,12,10,200,11,1,59,1,0.98,0,0.00239402748810676,0.0021017244187483,0.0180678962490028,0.00643430546901702,0.0021017244187483,0.00325423366364737,0.0021017244187483,0.00320990638499741,0.0418224234372484,0.0021017244187483,0.0021017244187483,1,0.301862571428524,SDM,11014030997547.2,0.732849807857226
613,Metrodoreaflavida,Trees,35,8,200,24,11,163,2,0.964772727272727,0.0184876726252152,0.121707316759623,0.0274639251722353,0.707994890780214,0.0619156601941583,0.0650933591616943,0.0257593047977811,0,0.0459439679219911,0.330620175930178,0.0777502988475551,0.0574560533913004,1,0.375715426927938,SDM,9360000000000,0.772818886199966
614,Meziaangelica,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5417842407537.7,0.868079740371506
615,Meziamariposa,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5123536866617.43,0.875191530440246
616,Mezilaurusdecurrens,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3832666387818.55,0.906384962349293
617,Mezilaurusduckei,Trees,10,3,100,9,1,50,0,1,0,0.094253179743196,0.0823123936656661,0.311573829093042,0.0269715347737703,0.0158057432166216,0.0133538896749036,0.00645263829760827,0.0328405614677203,0.220257943328727,0.0386423075291026,0.0836796528648679,0.809164702880722,1,SDM,3832666387818.55,0.906384962349293
618,Mezilaurusitauba,Trees,19,13,1950,16,3,94,1,0.990909090909091,0,0.00300035156961325,0.00222606214479996,0.0122554662502157,0.00427049647143386,0.0216877979837847,0.00495431461226634,0.00325057842757445,0.00409877764196666,0.00853936429252498,0.0111426319675672,0.00627904685847644,1,0.0236806084983582,SDM,10340502139705.1,0.749125396238041
619,Miconiaaffinis,Trees,47,3,400,36,11,229,1,0.956380579297246,0,0.0523003979557585,0.0483139973272339,0.343239017669127,0.128243622116249,0.0188065828733433,0.0330318713522014,0.0128352576097151,0.0249038779614856,0.193261587851181,0.0125993244314031,0.00419558258751243,1,0.516989736512067,SDM,14309803757176.4,0.653208616232142
620,Miconiachrysophylla,Trees,13,8,900,12,1,65,0,0.9875,0.0134918318653155,0.00125543623190172,0.046105781428813,0.171889750360137,0.040463609912558,0.00663147163793659,0.00857628586305618,0,0.00611998896873253,0.0716346264886764,0.00691692301919608,0.00986866623608332,1,0.974514490430119,SDM,11657209268733.8,0.717307630747168
621,Miconiacuspidata,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9000000000000,0.78151815980773
622,Miconiaegensis,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8329025792113.89,0.797732015969269
623,Miconiagratissima,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9215061274179.81,0.776321279622939
624,Miconiaholosericea,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13581566723849.5,0.670806208466078
625,Miconiamirabilis,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11036031208609,0.732318180480962
626,Miconianervosa,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13758302189063.3,0.666535457999161
627,Miconiapaniculata,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,2468524792688.57,0.939348965059759
628,Miconiaphanerostila,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6259162363503.88,0.847749539014223
629,Miconiapoeppigii,Trees,12,3,100,11,1,59,1,1,0.0137302348438186,0.0245684246299359,0.0161220333861757,0.350466719971756,0.306402821560422,0.0487206102342384,0,0.0144126527578133,0.0146143248106021,0.162305039851273,0.00109534306503723,0.0239095730618666,1,0.53892736846452,SDM,12381868572861.3,0.699796493083232
630,Miconiaprasina,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,15400000000000,0.626864406780811
631,Miconiapunctata,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11896019476361.9,0.711536865923602
632,Miconiapyrifolia,Trees,11,3,100,9,2,55,0,1,0.0363571596195506,0.0311283789687942,0.0269032160945911,0.259063814539395,0.047519383852714,0.0455154604383232,0.00190845173819509,0.0180086547811389,0,0.188020474104588,0.109509798943951,0.069492207765731,0.928365771260962,1,SDM,10628376019246.7,0.742169025008427
633,Micrasturmintoni,Birds,28,3,100,27,1,140,0,1,0.0236613677138875,0.0607508604560754,0.0407667071363322,0.214835477329777,0.0309992001057106,0,0.0358059849093551,0.0026606639876696,0.00615250428081624,0.190331429230016,0.0319153373885086,0.0347403990298507,1,0.591472041508237,SDM,154.534869038052,0.878693159286388
634,Micrasturmirandollei,Birds,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,430.337530485256,0.646017110641284
635,Micrasturruficollis,Birds,33,13,150,25,8,156,4,0.996634615384615,0,0.00257703535946095,0.0100048489679027,0.0844178122126892,0.00782674591411428,0.0130376297208846,0.0276353309878518,0.00536413173248662,0.00215128805432426,0.077889012850249,0.117220102275799,0.0476137489559368,1,0.338530607525185,SDM,1038.20159375939,0.133203319745153
636,Micrastursemitorquatus,Birds,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,1002.54715691852,0.163282556244428
637,Microcerculusmarginatus,Birds,26,4,350,25,1,115,0,1,0.00603386683160161,0.0247729231011788,0.0530166315800888,0.201801834720534,0.0604979478030236,0.00701605741290679,0.0153287570421643,0.00731397613836335,0,0.232122967051642,0.00662123497018556,0.0529910660109184,1,0.651466466074851,SDM,357.624471040413,0.707360200181271
638,Micropholisacutangula,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5051917582665.5,0.876922185292163
639,Micropholisegensis,Trees,15,4,100,13,2,75,0,0.971428571428571,0.0171159918265229,0.0208981976050411,0.01899845414049,0.213636802357299,0.0458218269195608,0.0102784993024244,0.0286133446158122,0,0.0713920203395574,0.238033018008084,0.0556439802618297,0.0711993352848069,1,0.659221513294226,SDM,10562023043886.3,0.743772421362175
640,Micropholisguyanensis,Trees,63,3,450,54,9,313,2,0.999157894736842,0.00276702934350557,0.0894103395309726,0.033808956960955,0.298961970983577,0.0482204898601545,0,0.0192448472284392,0.00642341543348793,0.0237694518371727,0.199137128258086,0.0336091169870884,0.0672003077437038,1,0.455896465808888,SDM,12242621330181.2,0.703161353814345
641,Micropholismelinoniana,Trees,17,7,150,16,1,85,0,1,0,0.0184820045190917,0.0212902087185164,0.0459184648650145,0.0306065176089708,0.00236514457966367,0.0112979111935118,0.0130824581932309,0.007575693467167,0.111140664162732,0.0128745433234738,0.0257540177617265,1,0.193241086448019,SDM,8522620611972.03,0.793053865116514
642,Micropholisvenulosa,Trees,33,3,400,29,4,165,0,0.992307692307692,0.0212958295880626,0.0623029956234023,0.0646309037066426,0.266662274938785,0.104994891235046,0.0125195607625646,0.0668377949112316,0,0.0163555306166152,0.201210581274956,0.0391448446958393,0.0596069623005422,1,0.592227013062968,SDM,13145301641841.3,0.681348401004698
643,Microrhopiasquixensis,Birds,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,292.896909081123,0.761966465675927
644,Minquartiaguianensis,Trees,39,12,1050,38,1,195,0,1,0.000724617172467003,0.00173323398752785,0.000561826650324132,0.00522401271432378,0.000758129697848098,0,0.00146276240540838,0.00412363825785145,0.00111203052305134,0.00646181739731452,0.00426315364004127,0.0170047879226125,1,0.0240483290419554,SDM,12461411705187.7,0.697874361217326
645,Mionectesmacconnelli,Birds,14,5,1000,10,4,70,0,0.975,0.0192345319105504,0.0106145859912092,0.0288416935549437,0.199320300737236,0.0231571113389629,0.00646946631696013,0.0112278558502857,0,0.0356547538775657,0.124912101489732,0.0335570198853387,0.0441692780228837,1,0.89783017986333,SDM,211.403147822,0.830717239361372
646,Momotusmomota,Birds,77,3,250,60,17,357,3,0.973884237786024,0.00270714905145385,0.020913310508755,0.0454301551615738,0.363091488311024,0.0318168329086169,0.0354737660661006,0.0107200100132467,0,0.022720968990007,0.230514408431069,0.0934484171854327,0.0672775071869124,1,0.355518530117306,SDM,666.749375160471,0.446572429493931
647,Monasamorphoeus,Birds,68,4,150,61,7,339,1,0.993666666666667,0.013647454634433,0.0138209555703528,0.0208511706184202,0.143104045318188,0.0294314746848219,0,0.00270527462309493,0.00234435390653877,0.0086619580384108,0.134935939312042,0.0275451608082275,0.0309506680059267,1,0.214595473233784,SDM,427.582340207029,0.648341478302711
648,Mouriribrachyanthera,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3832666387818.55,0.906384962349293
649,Mouriricollocarpa,Trees,13,9,100,12,1,65,0,0.994444444444444,0.0115592109424734,0,0.0134297958902658,0.0194500879726755,0.0112561176525716,0.0147067181837613,0.00864485238572528,0.0107185386247419,0.00594354348898772,0.0519024057474609,0.00864485238572528,0.0148613260647559,1,0.851619920068294,SDM,6107156281297.81,0.851422712622986
650,Mouririduckeana,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4271990193423.38,0.895768856828847
651,Mouririnervosa,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8118345949154.13,0.802823020406902
652,Mouririnigra,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10551181982664.8,0.74403439180041
653,Mouririsagotiana,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9873375961293.17,0.760413336336248
654,Moutabeaguianensis,Trees,35,5,450,30,5,174,1,0.966533333333333,0.00583682240882673,0.0293145579841786,0.0142717689099787,0.195953213286041,0.0230150639074554,0,0.00335725067452262,0.0054457427686626,0.0360440577992968,0.141159838001988,0.0670222167151216,0.0703434420983046,1,0.45082799338099,SDM,6317836124257.57,0.846331708185354
655,Mucunaurens,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,14600000000000,0.646196125909176
656,Myiarchustuberculifer,Birds,54,6,1450,44,10,269,1,0.974489795918367,0.0133804277367592,0.0437848538839564,0.029853627992468,0.118009166463226,0.0542373286505602,0,0.0264128380702417,0.00117839999363567,0.00948662844934126,0.0908078901411937,0.0248194533115433,0.0436303371661757,1,0.330131847319795,SDM,850.429241035448,0.291614151777552
657,Myiobiusbarbatus,Birds,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,510.495328832178,0.57839339849294
