"","ID","Binomial","Nrec","Group","ROC","TSS","Sensitivity","Specificity","Cutoff","Method","Shape_Area"
"1157",1144,"Trymatococcusamazonicus",13,"Trees","1 +/- 0.03","0.9 +/- 0.05","100 +/- 0","94.65 +/- 5.08","0.21 +/- 0.11","SDM",NA
"1158",1145,"Turdusalbicollis",3,"Birds",NA,NA,NA,NA,NA,"UPFls_10",710.226481031219
"1159",1146,"Turdusfumigatus",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",333.855021137556
"1160",1147,"Tyranneutesstolzmanni",99,"Birds","0.9 +/- 0.03","0.8 +/- 0.05","86.61 +/- 6.88","92.32 +/- 6.16","0.15 +/- 0.11","SDM",433.317274686546
"1161",1148,"Tyrannuluselatus",73,"Birds","0.9 +/- 0.02","0.7 +/- 0.04","78.79 +/- 8.85","87.12 +/- 9.28","0.12 +/- 0.06","SDM",487.400698735314
"1162",1149,"Tyrannusmelancholicus",124,"Birds","0.8 +/- 0.03","0.6 +/- 0.04","81.56 +/- 8.91","72.97 +/- 9.7","0.19 +/- 0.15","Excluded",1228.83796745979
"1163",1150,"Unonopsisguatterioides",26,"Trees","1 +/- 0.03","0.9 +/- 0.09","97.78 +/- 6.37","91.84 +/- 7.44","0.19 +/- 0.14","SDM",NA
"1164",1151,"Unonopsissp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"1165",1152,"Vantaneaguianensis",12,"Trees","1 +/- 0.05","0.9 +/- 0.08","100 +/- 0","91.05 +/- 8.4","0.28 +/- 0.21","SDM",NA
"1166",1153,"Vantaneaparviflora",24,"Trees","0.9 +/- 0.05","0.8 +/- 0.1","93.12 +/- 9.65","91.8 +/- 8.04","0.2 +/- 0.18","SDM",NA
"1167",1154,"Vataireaerythrocarpa",12,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","93.1 +/- 8.92","0.3 +/- 0.19","SDM",NA
"1168",1155,"Vataireaguianensis",6,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","95.49 +/- 6.65","0.29 +/- 0.09","UPFls_10",NA
"1169",1156,"Vataireaparaensis",18,"Trees","0.9 +/- 0.07","0.8 +/- 0.11","85.47 +/- 12.48","97.61 +/- 5.3","0.4 +/- 0.17","SDM",NA
"1170",1157,"Veniliornisaffinis",42,"Birds","0.9 +/- 0.03","0.8 +/- 0.05","96.32 +/- 7.35","81.3 +/- 8.07","0.16 +/- 0.1","SDM",441.913473081417
"1171",1158,"Vireolaniusleucotis",40,"Birds","1 +/- 0.05","0.9 +/- 0.09","94.58 +/- 8.41","98.1 +/- 2.22","0.27 +/- 0.18","SDM",344.910615837036
"1172",1159,"Vireoolivaceus",56,"Birds","0.9 +/- 0.04","0.8 +/- 0.05","96.1 +/- 5.76","81.8 +/- 4.9","0.22 +/- 0.17","SDM",951.482101433287
"1173",1159,"Vireoolivaceus",56,"Birds","0.9 +/- 0.04","0.8 +/- 0.05","96.1 +/- 5.76","81.8 +/- 4.9","0.22 +/- 0.17","SDM",1272.8343384369
"1174",1159,"Vireoolivaceus",56,"Birds","0.9 +/- 0.04","0.8 +/- 0.05","96.1 +/- 5.76","81.8 +/- 4.9","0.22 +/- 0.17","SDM",12.1881794866727
"1175",1160,"Virolacaducifolia",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1176",1161,"Virolacalophylla",15,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.36 +/- 6.38","0.3 +/- 0.15","SDM",NA
"1177",1162,"Virolacrebrinervia",8,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","95.43 +/- 5.82","0.25 +/- 0.11","UPFls_10",NA
"1178",1163,"Virolaelongata",17,"Trees","1 +/- 0.04","0.9 +/- 0.1","100 +/- 0","88.89 +/- 10.46","0.16 +/- 0.18","SDM",NA
"1179",1164,"Virolaloretensis",5,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","97.67 +/- 5.33","0.33 +/- 0.09","UPFls_10",NA
"1180",1165,"Virolamichelii",105,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","86.31 +/- 9.23","90.34 +/- 16.73","0.27 +/- 0.25","SDM",NA
"1181",1166,"Virolamultinervia",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1182",1167,"Virolasebifera",12,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","96.86 +/- 5.63","0.37 +/- 0.15","SDM",NA
"1183",1168,"Virolasp",8,"Trees","1 +/- 0.03","0.9 +/- 0.06","100 +/- 0","94.66 +/- 6.57","0.26 +/- 0.12","Excluded",NA
"1184",1169,"Vismiabemerguii",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1185",1170,"Vismiacayennensis",44,"Trees","0.9 +/- 0.05","0.7 +/- 0.08","88.33 +/- 11.67","77.3 +/- 10.72","0.16 +/- 0.14","SDM",NA
"1186",1171,"Vismiaguianensis",100,"Trees","0.8 +/- 0.04","0.6 +/- 0.05","77.5 +/- 11.62","80.82 +/- 10.45","0.16 +/- 0.18","Excluded",NA
"1187",1172,"Vismialatifolia",26,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","90.56 +/- 10.13","89.8 +/- 8.08","0.26 +/- 0.22","SDM",NA
"1188",1173,"Vismiasessilifolia",12,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","96.83 +/- 5.04","0.36 +/- 0.15","SDM",NA
"1189",1174,"Vitextriflora",37,"Trees","0.9 +/- 0.04","0.8 +/- 0.1","93.88 +/- 10.66","87.93 +/- 10.66","0.15 +/- 0.12","SDM",NA
"1190",1175,"Vochysiaguianensis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1191",1176,"Vochysiamaxima",14,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","92.68 +/- 9.13","0.23 +/- 0.1","SDM",NA
"1192",1177,"Vochysiavismiifolia",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1193",1178,"Willisornispoecilinotus",62,"Birds","0.9 +/- 0.04","0.8 +/- 0.05","78.81 +/- 5.48","98.21 +/- 2.71","0.33 +/- 0.15","SDM",426.339148558764
"1194",1179,"Xenopsminutus",80,"Birds","0.9 +/- 0.02","0.7 +/- 0.04","88.32 +/- 8.7","79.57 +/- 10.54","0.12 +/- 0.06","SDM",719.611613571317
"1195",1180,"Xiphocolaptespromeropirhynchus",13,"Birds","1 +/- 0.02","1 +/- 0.04","100 +/- 0","97.47 +/- 4.76","0.27 +/- 0.11","SDM",398.330152568905
"1196",1180,"Xiphocolaptespromeropirhynchus",13,"Birds","1 +/- 0.02","1 +/- 0.04","100 +/- 0","97.47 +/- 4.76","0.27 +/- 0.11","SDM",0.007814114882161
"1197",1181,"Xipholenalamellipennis",24,"Birds","1 +/- 0.05","0.9 +/- 0.09","93.33 +/- 9.53","95.83 +/- 4.96","0.21 +/- 0.13","SDM",82.1965913256761
"1198",1182,"Xiphorhynchusguttatus",119,"Birds","0.9 +/- 0.02","0.8 +/- 0.04","86.93 +/- 6.07","91.53 +/- 6.16","0.14 +/- 0.09","SDM",164.395097064057
"1199",1183,"Xiphorhynchusspixii",58,"Birds","0.9 +/- 0.03","0.8 +/- 0.07","85.71 +/- 7.97","93.79 +/- 4.55","0.18 +/- 0.14","SDM",81.1407195092112
"1200",1184,"Xylopiaaromatica",13,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","100 +/- 0","83.95 +/- 7.9","0.28 +/- 0.19","SDM",NA
"1201",1185,"Xylopiabenthamii",18,"Trees","0.9 +/- 0.04","0.8 +/- 0.06","92.11 +/- 11.94","86.4 +/- 9.71","0.16 +/- 0.15","SDM",NA
"1202",1186,"Xylopiacayennensis",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1203",1187,"Xylopiafrutescens",13,"Trees","0.9 +/- 0.04","0.8 +/- 0.09","100 +/- 0","84.25 +/- 8.7","0.21 +/- 0.13","SDM",NA
"1204",1188,"Xylopianitida",64,"Trees","0.9 +/- 0.03","0.8 +/- 0.09","90.56 +/- 8.2","90.07 +/- 8.15","0.2 +/- 0.19","SDM",NA
"1205",1189,"Xylopiapolyantha",24,"Trees","0.9 +/- 0.05","0.9 +/- 0.1","93.33 +/- 9.63","93.22 +/- 7.84","0.21 +/- 0.17","SDM",NA
"1206",1190,"Xylopiasp",2,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"1207",1191,"Zanthoxylumekmanii",37,"Trees","0.9 +/- 0.04","0.8 +/- 0.1","90.48 +/- 8.88","90.09 +/- 17.02","0.27 +/- 0.15","SDM",NA
"1208",1192,"Zanthoxylumpaulae",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1209",1193,"Zanthoxylumrhoifolium",50,"Trees","0.9 +/- 0.04","0.8 +/- 0.05","89.17 +/- 7.93","88.05 +/- 7.01","0.15 +/- 0.05","SDM",NA
"1210",1194,"Zanthoxylumsprucei",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"1211",1195,"Zimmeriusacer",105,"Birds","0.9 +/- 0.02","0.8 +/- 0.04","90.32 +/- 6.33","86.2 +/- 6.49","0.11 +/- 0.1","SDM",213.2377852444
"1212",1196,"Ziziphuscinnamomum",5,"Trees","1 +/- 0.08","0.9 +/- 0.08","100 +/- 0","94.6 +/- 8.38","0.27 +/- 0.14","SDM",NA
"1213",1197,"Zollerniaparaensis",22,"Trees","1 +/- 0.03","0.9 +/- 0.08","97.14 +/- 8.07","90.7 +/- 6.65","0.18 +/- 0.19","SDM",NA
"1214",1198,"Zygiaracemosa",81,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","87.5 +/- 7.98","92.49 +/- 5.78","0.15 +/- 0.12","SDM",NA
"1215",1199,"Zygiaramiflora",16,"Trees","1 +/- 0.02","1 +/- 0.06","100 +/- 0","95.67 +/- 6.11","0.29 +/- 0.18","SDM",NA
"1216",1200,"Zygiasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"1217",1201,"Zygiatrunciflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
