"","ID","Binomial","Nrec","Group","ROC","TSS","Sensitivity","Specificity","Cutoff","Method","Shape_Area"
"356",350,"Elaeniaflavogaster",117,"Birds","0.8 +/- 0.02","0.5 +/- 0.03","86.19 +/- 7.08","68.28 +/- 7.89","0.18 +/- 0.12","Excluded",862.640195126526
"357",351,"Elizabethaparaensis",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"358",352,"Endlicheriamultiflora",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"359",353,"Endopleurauchi",14,"Trees","1 +/- 0.03","0.9 +/- 0.06","100 +/- 0","94.51 +/- 5.92","0.19 +/- 0.09","SDM",NA
"360",354,"Enterolobiummaximum",6,"Trees","1 +/- 0.06","0.9 +/- 0.09","100 +/- 0","93.6 +/- 8.5","0.29 +/- 0.15","SDM",NA
"361",355,"Enterolobiumschomburgkii",31,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","96.87 +/- 6.72","82.58 +/- 10.07","0.11 +/- 0.06","SDM",NA
"362",356,"Ephedranthusparviflorus",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"363",357,"Ephedranthuspisocarpus",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"364",358,"Epinecrophyllaleucophthalma",19,"Birds","1 +/- 0.04","0.9 +/- 0.09","96.53 +/- 8.77","95.1 +/- 6.17","0.25 +/- 0.16","SDM",172.984554279338
"365",359,"Eriothecagracilipes",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"366",360,"Eriothecalongipedicellata",60,"Trees","0.9 +/- 0.02","0.8 +/- 0.03","92.71 +/- 5.99","82.2 +/- 6.9","0.15 +/- 0.1","SDM",NA
"367",361,"Erismauncinatum",10,"Trees","1 +/- 0.05","0.9 +/- 0.1","100 +/- 0","92.5 +/- 9.67","0.25 +/- 0.12","SDM",NA
"368",362,"Erythrochitonsp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"369",363,"Erythroxylummacrophyllum",16,"Trees","0.9 +/- 0.04","0.9 +/- 0.08","100 +/- 0","85.6 +/- 18.25","0.19 +/- 0.17","SDM",NA
"370",364,"Eschweileraamazonica",122,"Trees","0.9 +/- 0.02","0.7 +/- 0.03","86.18 +/- 7.09","88.36 +/- 5.88","0.14 +/- 0.14","SDM",NA
"371",365,"Eschweileraapiculata",14,"Trees","1 +/- 0.03","0.9 +/- 0.11","100 +/- 0","91.07 +/- 11.26","0.25 +/- 0.19","SDM",NA
"372",366,"Eschweileraatropetiolata",5,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.07 +/- 6.22","0.29 +/- 0.05","UPFls_10",NA
"373",367,"Eschweilerabracteosa",16,"Trees","1 +/- 0.02","1 +/- 0.06","100 +/- 0","97.28 +/- 6.48","0.37 +/- 0.16","SDM",NA
"374",368,"Eschweileracollina",29,"Trees","0.9 +/- 0.04","0.8 +/- 0.06","96.43 +/- 7.1","84.02 +/- 10.77","0.19 +/- 0.21","SDM",NA
"375",369,"Eschweileracoriacea",154,"Trees","0.9 +/- 0.02","0.7 +/- 0.04","89.25 +/- 6.29","85.2 +/- 5.89","0.09 +/- 0.05","SDM",NA
"376",370,"Eschweileragrandiflora",104,"Trees","1 +/- 0.02","0.8 +/- 0.06","89.39 +/- 8.3","90.55 +/- 7.17","0.14 +/- 0.15","SDM",NA
"377",371,"Eschweileramicrantha",7,"Trees","0.9 +/- 0.09","0.9 +/- 0.09","100 +/- 0","88.14 +/- 9.06","0.21 +/- 0.13","SDM",NA
"378",372,"Eschweileraovata",8,"Trees","1 +/- 0.02","1 +/- 0.04","100 +/- 0","97.51 +/- 4.3","0.28 +/- 0.1","UPFls_10",NA
"379",373,"Eschweileraparviflora",33,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","94.29 +/- 9.99","83.33 +/- 10.08","0.17 +/- 0.08","SDM",NA
"380",374,"Eschweilerapedicellata",94,"Trees","0.9 +/- 0.05","0.7 +/- 0.08","82.13 +/- 11.45","91.56 +/- 6.46","0.15 +/- 0.09","SDM",NA
"381",375,"Eschweilerapiresii",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"382",376,"Eschweilerasp",3,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"383",377,"Eschweilerasp1",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"384",378,"Esenbeckiapilocarpoides",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"385",379,"Eugeniabelemitana",41,"Trees","0.9 +/- 0.02","0.7 +/- 0.03","92.05 +/- 8.43","81.63 +/- 8.41","0.18 +/- 0.11","SDM",NA
"386",380,"Eugeniabiflora",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"387",381,"Eugeniacupulata",28,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","91.18 +/- 8.58","89.51 +/- 8.8","0.15 +/- 0.09","SDM",NA
"388",382,"Eugeniaflavescens",21,"Trees","0.9 +/- 0.07","0.8 +/- 0.11","90.62 +/- 12.5","91.37 +/- 8.46","0.25 +/- 0.22","SDM",NA
"389",383,"Eugeniaomissa",33,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","89.29 +/- 10.53","94.4 +/- 8.01","0.24 +/- 0.17","SDM",NA
"390",384,"Eugeniapatens",5,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","96.17 +/- 7.09","0.27 +/- 0.08","UPFls_10",NA
"391",385,"Eugeniapatrisii",72,"Trees","0.9 +/- 0.05","0.8 +/- 0.08","90.14 +/- 8.59","92.69 +/- 4.24","0.13 +/- 0.07","SDM",NA
"392",386,"Eugeniapolystachya",34,"Trees","1 +/- 0.04","0.9 +/- 0.09","93.33 +/- 7.25","93.53 +/- 7.6","0.26 +/- 0.21","SDM",NA
"393",387,"Eugeniapseudopsidium",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"394",388,"Eugeniaramiflora",14,"Trees","0.9 +/- 0.05","0.8 +/- 0.11","93.75 +/- 13.22","85.38 +/- 10.97","0.14 +/- 0.16","SDM",NA
"395",389,"Eugeniasp",5,"Trees","0.9 +/- 0.07","0.9 +/- 0.08","100 +/- 0","92.6 +/- 8.03","0.22 +/- 0.13","Excluded",NA
"396",390,"Eugeniastictopetala",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"397",391,"Eugeniastipitata",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"398",392,"Eugeniaumbelliflora",10,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","93.59 +/- 8.07","0.24 +/- 0.14","SDM",NA
"399",393,"Euphoniacayennensis",7,"Birds","1 +/- 0.05","0.9 +/- 0.08","100 +/- 0","93.96 +/- 8.28","0.37 +/- 0.16","SDM",103.560803502461
"400",394,"Euphoniachrysopasta",1,"Birds",NA,NA,NA,NA,NA,"UPFls_10",447.870862069177
"401",395,"Euphoniarufiventris",5,"Birds","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.95 +/- 5.95","0.29 +/- 0.07","UPFls_10",351.384665178987
"402",396,"Euplassapinnata",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"403",397,"Exostylesamazonica",6,"Trees","0.9 +/- 0.1","0.9 +/- 0.1","100 +/- 0","90.28 +/- 10.03","0.4 +/- 0.27","SDM",NA
"404",398,"Exotheadiphylla",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"405",399,"Farameacapillipes",5,"Trees","1 +/- 0.05","0.9 +/- 0.08","100 +/- 0","93.96 +/- 7.68","0.23 +/- 0.09","SDM",NA
"406",400,"Farameacorymbosa",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"407",401,"Farameacrassifolia",9,"Trees","1 +/- 0.05","0.9 +/- 0.08","100 +/- 0","92.89 +/- 7.89","0.22 +/- 0.09","SDM",NA
"408",402,"Farameaoccidentalis",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"409",403,"Farameasessilifolia",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"410",404,"Ferdinandusaelliptica",8,"Trees","1 +/- 0.04","1 +/- 0.08","100 +/- 0","95.51 +/- 7.82","0.28 +/- 0.17","UPFls_10",NA
"411",405,"Ficusnymphaeifolia",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"412",406,"Florisugamellivora",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",3.69245414247127
"413",406,"Florisugamellivora",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",660.74452638174
"414",407,"Formicariusanalis",32,"Birds","0.9 +/- 0.04","0.8 +/- 0.08","89.88 +/- 8.29","94.14 +/- 6.1","0.23 +/- 0.17","SDM",468.063864747648
"415",408,"Formicariuscolma",8,"Birds","1 +/- 0.04","0.9 +/- 0.07","100 +/- 0","93.61 +/- 7.48","0.3 +/- 0.18","SDM",573.474774038087
"416",409,"Forsteroniaaffinis",7,"Trees","1 +/- 0.05","1 +/- 0.08","100 +/- 0","95.29 +/- 7.58","0.41 +/- 0.17","UPFls_10",NA
"417",410,"Forsteroniaduckei",11,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","95.69 +/- 6.83","0.32 +/- 0.2","SDM",NA
"418",411,"Forsteroniagracilis",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"419",412,"Forsteroniaguyanensis",10,"Trees","1 +/- 0.06","0.9 +/- 0.08","100 +/- 0","91.97 +/- 8.83","0.21 +/- 0.15","SDM",NA
"420",413,"Forsteroniamollis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"421",414,"Forsteroniasp",2,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"422",415,"Fridericiacinnamomea",30,"Trees","0.9 +/- 0.04","0.8 +/- 0.05","86.46 +/- 6.61","96.7 +/- 5.04","0.33 +/- 0.23","SDM",NA
"423",416,"Fridericianigrescens",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"424",417,"Fridericiaprancei",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"425",418,"Fridericiapubescens",6,"Trees","0.9 +/- 0.09","0.9 +/- 0.09","100 +/- 0","91.87 +/- 9.77","0.36 +/- 0.21","SDM",NA
"426",419,"Fridericiasp1",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"427",420,"Fridericiatrailii",10,"Trees","1 +/- 0.05","0.9 +/- 0.09","100 +/- 0","93.93 +/- 9.24","0.49 +/- 0.25","SDM",NA
"428",421,"Fridericiatuberculata",15,"Trees","1 +/- 0.03","0.9 +/- 0.06","100 +/- 0","94.06 +/- 5.94","0.3 +/- 0.21","SDM",NA
"429",422,"Fusaealongifolia",60,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","85.9 +/- 7.44","94.89 +/- 6.46","0.21 +/- 0.14","SDM",NA
"430",423,"Galbulacyanicollis",44,"Birds","0.9 +/- 0.03","0.8 +/- 0.07","88.46 +/- 9.68","90.14 +/- 8.98","0.19 +/- 0.12","SDM",221.445547574604
"431",424,"Galbuladea",36,"Birds","0.9 +/- 0.05","0.9 +/- 0.07","88.85 +/- 8.15","97.32 +/- 4.09","0.28 +/- 0.18","SDM",484.472149580969
"432",425,"Galipeacongestiflora",13,"Trees","0.9 +/- 0.04","0.9 +/- 0.09","100 +/- 0","86.51 +/- 9.1","0.25 +/- 0.2","SDM",NA
"433",426,"Garciniamacrophylla",5,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","97.37 +/- 5.18","0.32 +/- 0.08","UPFls_10",NA
"434",427,"Garciniamadruno",5,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","96.22 +/- 7.16","0.31 +/- 0.07","UPFls_10",NA
"435",428,"Geissospermumsericeum",38,"Trees","1 +/- 0.04","0.9 +/- 0.08","93.09 +/- 8.57","94.76 +/- 5.63","0.15 +/- 0.08","SDM",NA
"436",429,"Geissospermumvellosii",22,"Trees","0.9 +/- 0.04","0.9 +/- 0.09","96.79 +/- 8.47","88.45 +/- 16.26","0.2 +/- 0.12","SDM",NA
"437",430,"Geonomamaxima",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"438",431,"Geonomasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"439",432,"Geotrygonmontana",25,"Birds","0.9 +/- 0.03","0.8 +/- 0.07","96.15 +/- 8.04","88.08 +/- 7.32","0.17 +/- 0.05","SDM",1100.53454400632
"440",433,"Glaucidiumhardyi",23,"Birds","1 +/- 0.05","0.9 +/- 0.09","95.64 +/- 8.34","95.11 +/- 6.39","0.22 +/- 0.14","SDM",384.909302294074
"441",434,"Glaucishirsutus",45,"Birds","0.9 +/- 0.04","0.7 +/- 0.08","87.46 +/- 8.48","80.14 +/- 10.48","0.12 +/- 0.05","SDM",36.6773100532609
"442",434,"Glaucishirsutus",45,"Birds","0.9 +/- 0.04","0.7 +/- 0.08","87.46 +/- 8.48","80.14 +/- 10.48","0.12 +/- 0.05","SDM",606.139854882547
"443",435,"Glycydendronamazonicum",20,"Trees","0.9 +/- 0.04","0.9 +/- 0.1","95.97 +/- 9.35","90.4 +/- 9.15","0.21 +/- 0.2","SDM",NA
"444",436,"Glyphorynchusspirurus",141,"Birds","0.9 +/- 0.02","0.7 +/- 0.05","85.36 +/- 7.5","88.32 +/- 7.19","0.12 +/- 0.06","SDM",603.523606223816
"445",437,"Gnetumschwackeanum",5,"Trees","1 +/- 0.02","1 +/- 0.05","100 +/- 0","98.12 +/- 4.91","0.4 +/- 0.15","UPFls_10",NA
"446",438,"Goupiaglabra",54,"Trees","0.9 +/- 0.04","0.6 +/- 0.07","85.8 +/- 15.13","74.09 +/- 15.63","0.08 +/- 0.11","Excluded",NA
"447",439,"Grallariavaria",7,"Birds","1 +/- 0.01","1 +/- 0.03","100 +/- 0","98.93 +/- 2.57","0.36 +/- 0.12","UPFls_10",271.424231140899
"448",440,"Granatelluspelzelni",32,"Birds","1 +/- 0.03","0.8 +/- 0.05","92.75 +/- 8.45","90.43 +/- 7.84","0.16 +/- 0.11","SDM",283.597980808185
"449",441,"Guapiravenosa",49,"Trees","0.9 +/- 0.02","0.8 +/- 0.05","89.17 +/- 6.54","90.34 +/- 8.26","0.15 +/- 0.1","SDM",NA
"450",442,"Guareacarinata",54,"Trees","0.9 +/- 0.07","0.8 +/- 0.1","83.68 +/- 12.72","92.62 +/- 6.89","0.15 +/- 0.1","SDM",NA
"451",443,"Guareagrandifolia",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"452",444,"Guareaguidonia",13,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","92 +/- 9.37","0.37 +/- 0.29","SDM",NA
"453",445,"Guareakunthiana",28,"Trees","1 +/- 0.05","0.9 +/- 0.09","91.2 +/- 8.44","99.4 +/- 1.55","0.4 +/- 0.14","SDM",NA
"454",446,"Guareamacrophylla",40,"Trees","1 +/- 0.04","0.8 +/- 0.09","92.14 +/- 10.54","92.33 +/- 7.97","0.18 +/- 0.12","SDM",NA
"455",447,"Guareaseptentrionalis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"456",448,"Guareasilvatica",23,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","90 +/- 10.26","87.83 +/- 10.75","0.17 +/- 0.15","SDM",NA
"457",449,"Guareasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"458",450,"Guatteriaboliviana",9,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","93.61 +/- 7.61","0.25 +/- 0.14","SDM",NA
"459",451,"Guatteriacryandra",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"460",452,"Guatteriaguianensis",5,"Trees","1 +/- 0.05","1 +/- 0.07","100 +/- 0","96 +/- 7.1","0.28 +/- 0.11","UPFls_10",NA
"461",453,"Guatteriaolivacea",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"462",454,"Guatteriapoeppigiana",157,"Trees","0.9 +/- 0.02","0.7 +/- 0.06","83.98 +/- 6.53","87.77 +/- 5.4","0.11 +/- 0.05","SDM",NA
"463",455,"GuatteriaPoeppigiana",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"464",456,"Guatteriaschomburgkiana",106,"Trees","0.9 +/- 0.03","0.7 +/- 0.05","91.7 +/- 7.27","73.53 +/- 8.37","0.07 +/- 0.04","SDM",NA
"465",457,"Guatteriavillosissima",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"466",458,"Gustaviaaugusta",14,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","100 +/- 0","83.93 +/- 8.93","0.18 +/- 0.12","SDM",NA
"467",459,"Gustaviahexapetala",30,"Trees","1 +/- 0.03","0.9 +/- 0.07","97.4 +/- 6.15","94.6 +/- 3.23","0.22 +/- 0.1","SDM",NA
"468",460,"Gustavialongepetiolata",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"469",461,"Gustaviapoeppigiana",12,"Trees","1 +/- 0.03","0.9 +/- 0.05","100 +/- 0","92.44 +/- 4.92","0.29 +/- 0.12","SDM",NA
"470",462,"Habiarubica",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",424.961722918518
"471",463,"Haematoderusmilitaris",1,"Birds",NA,NA,NA,NA,NA,"UPFls_10",84.9112221386572
"472",464,"Handroanthusobscurus",8,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","100 +/- 0","90.85 +/- 8.74","0.19 +/- 0.08","SDM",NA
"473",465,"Handroanthusserratifolius",38,"Trees","0.9 +/- 0.04","0.7 +/- 0.08","88.64 +/- 11.51","82.67 +/- 9.53","0.14 +/- 0.12","SDM",NA
"474",466,"Heisteriaacuminata",25,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","95.65 +/- 8.43","86.78 +/- 8.75","0.15 +/- 0.09","SDM",NA
"475",467,"Heisteriabarbata",17,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","90.62 +/- 8.76","0.27 +/- 0.22","SDM",NA
"476",468,"Helicostylispedunculata",21,"Trees","0.9 +/- 0.05","0.8 +/- 0.1","87.07 +/- 12.71","93.98 +/- 7.47","0.28 +/- 0.16","SDM",NA
"477",469,"Helicostylisscabra",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"478",470,"Helicostylissp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"479",471,"Helicostylistomentosa",55,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","90.5 +/- 9.5","85.21 +/- 20.17","0.14 +/- 0.16","SDM",NA
"480",472,"Hemithraupisguira",32,"Birds","0.9 +/- 0.04","0.8 +/- 0.09","93.33 +/- 8.33","90.85 +/- 8.65","0.2 +/- 0.16","SDM",780.227058422085
"481",473,"Hemitriccusminimus",11,"Birds","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","92.7 +/- 7.88","0.21 +/- 0.11","SDM",202.89264277713
"482",474,"Herpetotherescachinnans",18,"Birds",NA,NA,NA,NA,NA,"UPFls_10",1108.35198916717
"483",475,"Herpsilochmusrufimarginatus",72,"Birds","0.9 +/- 0.04","0.8 +/- 0.07","85.71 +/- 9","93.94 +/- 8.97","0.21 +/- 0.13","SDM",233.674721897897
"484",476,"Heteropteryssp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"485",477,"Heveabrasiliensis",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"486",478,"Heveaguianensis",24,"Trees","0.9 +/- 0.04","0.8 +/- 0.09","88.64 +/- 10.02","94.97 +/- 7.15","0.24 +/- 0.14","SDM",NA
"487",479,"Himatanthussucuuba",38,"Trees","0.9 +/- 0.03","0.7 +/- 0.04","95.54 +/- 7.92","72 +/- 9.63","0.06 +/- 0.02","SDM",NA
"488",480,"Hippocrateavolubilis",36,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","92.48 +/- 7.33","84.95 +/- 8.46","0.13 +/- 0.08","SDM",NA
"489",481,"Hiraeafagifolia",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"490",482,"Hirtellabicornis",12,"Trees","1 +/- 0.06","0.9 +/- 0.08","100 +/- 0","93.63 +/- 8.05","0.31 +/- 0.2","SDM",NA
"491",483,"Hirtelladuckei",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"492",484,"Hirtellaeriandra",14,"Trees","1 +/- 0.02","1 +/- 0.05","100 +/- 0","96.68 +/- 5.04","0.4 +/- 0.21","SDM",NA
"493",485,"Hirtellaglandulosa",11,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","100 +/- 0","90.3 +/- 8.75","0.36 +/- 0.3","SDM",NA
"494",486,"Hirtellaobidensis",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"495",487,"Hirtellaphysophora",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"496",488,"Hirtellapiresii",8,"Trees","1 +/- 0.03","1 +/- 0.07","100 +/- 0","95.7 +/- 6.96","0.27 +/- 0.15","UPFls_10",NA
"497",489,"Hirtellaracemosa",36,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","92.86 +/- 8.11","94.54 +/- 6.24","0.18 +/- 0.15","SDM",NA
"498",490,"Hirtellasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"499",491,"Hydropsalisnigrescens",11,"Birds","0.9 +/- 0.06","0.9 +/- 0.09","100 +/- 0","89.97 +/- 9.14","0.36 +/- 0.19","SDM",336.421417082234
"500",492,"Hylexetastesuniformis",32,"Birds","1 +/- 0.03","0.9 +/- 0.07","96.47 +/- 6.87","97.99 +/- 2.72","0.28 +/- 0.2","SDM",240.254816579448
"501",493,"Hylopezusberlepschi",7,"Birds","0.9 +/- 0.08","0.9 +/- 0.09","100 +/- 0","89.47 +/- 8.59","0.23 +/- 0.14","SDM",117.427262471927
"502",494,"Hylopezusmacularius",10,"Birds","1 +/- 0.03","1 +/- 0.07","100 +/- 0","96.43 +/- 7.03","0.34 +/- 0.12","SDM",255.932812561082
"503",495,"Hylophilushypoxanthus",45,"Birds","1 +/- 0.03","0.9 +/- 0.06","94.78 +/- 6.84","96.22 +/- 4.98","0.27 +/- 0.21","SDM",322.676280883224
"504",496,"Hylophilusochraceiceps",10,"Birds","1 +/- 0.03","1 +/- 0.08","100 +/- 0","95.26 +/- 8.96","0.31 +/- 0.15","SDM",391.896527988789
"505",497,"Hylophilussemicinereus",60,"Birds","0.8 +/- 0.05","0.6 +/- 0.08","81.48 +/- 11.63","78.29 +/- 9.35","0.12 +/- 0.06","Excluded",290.835816409914
"506",498,"Hylophylaxnaevius",11,"Birds","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.32 +/- 6.05","0.31 +/- 0.12","SDM",477.965043069448
"507",499,"Hylophylaxpunctulatus",2,"Birds",NA,NA,NA,NA,NA,"UPFls_10",255.552253787536
"508",500,"Hymenaeacourbaril",27,"Trees","0.9 +/- 0.05","0.8 +/- 0.07","97.58 +/- 6.63","82.45 +/- 8.11","0.11 +/- 0.12","SDM",NA
"509",501,"Hymenaeaparvifolia",49,"Trees","0.9 +/- 0.02","0.8 +/- 0.03","91.82 +/- 7.51","84.56 +/- 9.11","0.14 +/- 0.08","SDM",NA
"510",502,"Hymenolobiumexcelsum",9,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","92.94 +/- 7.6","0.29 +/- 0.2","SDM",NA
"511",503,"Hymenolobiumflavum",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"512",504,"Hymenolobiumpetraeum",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"513",505,"Hypocnemishypoxantha",11,"Birds","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.15 +/- 5.53","0.34 +/- 0.11","SDM",114.773041417208
"514",506,"Hypocnemisstriata",43,"Birds","1 +/- 0.03","0.9 +/- 0.07","96.21 +/- 7.29","93.74 +/- 4.71","0.18 +/- 0.15","SDM",92.7483406032409
"515",507,"Ibycteramericanus",36,"Birds","1 +/- 0.03","0.8 +/- 0.08","90.48 +/- 10.16","91.1 +/- 8.74","0.22 +/- 0.22","SDM",663.226077404027
"516",508,"Ilexminutiflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"517",509,"Ilexpetiolaris",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"518",510,"Ingaalba",159,"Trees","0.9 +/- 0.03","0.7 +/- 0.06","85.94 +/- 7.77","82.76 +/- 6.69","0.11 +/- 0.06","SDM",NA
"519",511,"Ingaauristellae",53,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","90.34 +/- 7.02","92.1 +/- 4.83","0.2 +/- 0.08","SDM",NA
"520",512,"Ingabrachystachys",42,"Trees","0.9 +/- 0.05","0.8 +/- 0.11","89.11 +/- 10.07","94.21 +/- 8.34","0.3 +/- 0.2","SDM",NA
"521",513,"Ingacapitata",131,"Trees","0.9 +/- 0.02","0.8 +/- 0.04","85.85 +/- 6.54","91.01 +/- 6.67","0.14 +/- 0.08","SDM",NA
"522",514,"Ingacayennensis",9,"Trees","0.9 +/- 0.08","0.8 +/- 0.1","100 +/- 0","83.93 +/- 10.07","0.32 +/- 0.22","SDM",NA
"523",515,"Ingachartacea",7,"Trees","1 +/- 0.05","1 +/- 0.06","100 +/- 0","97.09 +/- 5.81","0.32 +/- 0.14","UPFls_10",NA
"524",516,"Ingacylindrica",5,"Trees","1 +/- 0.02","1 +/- 0.03","100 +/- 0","98.62 +/- 3.48","0.32 +/- 0.08","UPFls_10",NA
"525",517,"Ingadisticha",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"526",518,"Ingaedulis",48,"Trees","0.9 +/- 0.02","0.8 +/- 0.04","91.58 +/- 6.88","85.04 +/- 8.24","0.17 +/- 0.09","SDM",NA
"527",519,"Ingagraciliflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"528",520,"Ingagracilifolia",59,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","90.22 +/- 8.2","88.18 +/- 7.52","0.12 +/- 0.08","SDM",NA
"529",521,"Ingagrandiflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"530",522,"Ingaheterophylla",42,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","96 +/- 6.96","87.09 +/- 5.07","0.12 +/- 0.06","SDM",NA
"531",523,"Ingaingoides",12,"Trees","0.9 +/- 0.06","0.9 +/- 0.09","100 +/- 0","86.41 +/- 9.68","0.24 +/- 0.15","SDM",NA
"532",524,"Ingalateriflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"533",525,"Ingalaxiflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"534",526,"Ingamacrophylla",26,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","91.28 +/- 10.05","91.52 +/- 9.15","0.21 +/- 0.18","SDM",NA
"535",527,"Ingamarginata",57,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","89.33 +/- 8.95","90.94 +/- 5.32","0.17 +/- 0.13","SDM",NA
"536",528,"Ingamicrocalyx",44,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","89.86 +/- 9.42","93.03 +/- 5.23","0.19 +/- 0.18","SDM",NA
"537",529,"Ingamorta",12,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","100 +/- 0","88.46 +/- 9.41","0.3 +/- 0.19","SDM",NA
"538",530,"Ingaparaensis",35,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","91.6 +/- 7.96","91.43 +/- 8.74","0.23 +/- 0.17","SDM",NA
"539",531,"Ingapeduncularis",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
